,stco,geoid,name,2000,2010
270,34025,3402537560,"Lake Como borough, Monmouth County, New Jersey",1806,1759
271,34025,3402540770,"Little Silver borough, Monmouth County, New Jersey",6170,5950
272,34025,3402541010,"Loch Arbour village, Monmouth County, New Jersey",280,194
273,34025,3402541310,"Long Branch city, Monmouth County, New Jersey",31340,30719
274,34025,3402542990,"Manalapan township, Monmouth County, New Jersey",33423,38872
275,34025,3402543050,"Manasquan borough, Monmouth County, New Jersey",6310,5897
276,34025,3402544070,"Marlboro township, Monmouth County, New Jersey",36398,40191
277,34025,3402544520,"Matawan borough, Monmouth County, New Jersey",8910,8810
278,34025,3402545990,"Middletown township, Monmouth County, New Jersey",66327,66522
279,34025,3402546560,"Millstone township, Monmouth County, New Jersey",8970,10566
280,34025,3402547130,"Monmouth Beach borough, Monmouth County, New Jersey",3595,3279
281,34025,3402549890,"Neptune township, Monmouth County, New Jersey",27690,27935
282,34025,3402549920,"Neptune City borough, Monmouth County, New Jersey",5218,4869
283,34025,3402554270,"Ocean township, Monmouth County, New Jersey",26959,27291
284,34025,3402554570,"Oceanport borough, Monmouth County, New Jersey",5807,5832
285,34025,3402562430,"Red Bank borough, Monmouth County, New Jersey",11844,12206
286,34025,3402564410,"Roosevelt borough, Monmouth County, New Jersey",933,882
287,34025,3402565130,"Rumson borough, Monmouth County, New Jersey",7137,7122
288,34025,3402566240,"Sea Bright borough, Monmouth County, New Jersey",1818,1412
289,34025,3402566330,"Sea Girt borough, Monmouth County, New Jersey",2148,1828
290,34025,3402567350,"Shrewsbury borough, Monmouth County, New Jersey",3590,3809
291,34025,3402567365,"Shrewsbury township, Monmouth County, New Jersey",1098,1141
292,34025,3402570110,"Spring Lake borough, Monmouth County, New Jersey",3567,2993
293,34025,3402570140,"Spring Lake Heights borough, Monmouth County, New Jersey",5227,4713
294,34025,3402573020,"Tinton Falls borough, Monmouth County, New Jersey",15053,17892
295,34025,3402574540,"Union Beach borough, Monmouth County, New Jersey",6649,6245
296,34025,3402574900,"Upper Freehold township, Monmouth County, New Jersey",4282,6902
297,34025,3402576460,"Wall township, Monmouth County, New Jersey",25261,26164
298,34025,3402579310,"West Long Branch borough, Monmouth County, New Jersey",8258,8097
299,34027,3402706610,"Boonton town, Morris County, New Jersey",8496,8347
300,34027,3402706640,"Boonton township, Morris County, New Jersey",4287,4263
301,34027,3402709040,"Butler borough, Morris County, New Jersey",7420,7539
302,34027,3402712100,"Chatham borough, Morris County, New Jersey",8460,8962
303,34027,3402712130,"Chatham township, Morris County, New Jersey",10086,10452
304,34027,3402712580,"Chester borough, Morris County, New Jersey",1635,1649
305,34027,3402712610,"Chester township, Morris County, New Jersey",7282,7838
306,34027,3402717650,"Denville township, Morris County, New Jersey",15824,16635
307,34027,3402718070,"Dover town, Morris County, New Jersey",18188,18157
308,34027,3402719210,"East Hanover township, Morris County, New Jersey",11393,11157
309,34027,3402723910,"Florham Park borough, Morris County, New Jersey",8857,11696
310,34027,3402729550,"Hanover township, Morris County, New Jersey",12898,13712
311,34027,3402729700,"Harding township, Morris County, New Jersey",3180,3838
312,34027,3402734980,"Jefferson township, Morris County, New Jersey",19717,21314
313,34027,3402737110,"Kinnelon borough, Morris County, New Jersey",9365,10248
314,34027,3402740290,"Lincoln Park borough, Morris County, New Jersey",10930,10521
315,34027,3402741362,"Long Hill township, Morris County, New Jersey",8777,8702
316,34027,3402742510,"Madison borough, Morris County, New Jersey",16530,15845
317,34027,3402745330,"Mendham borough, Morris County, New Jersey",5097,4981
318,34027,3402745360,"Mendham township, Morris County, New Jersey",5400,5869
319,34027,3402746860,"Mine Hill township, Morris County, New Jersey",3679,3651
320,34027,3402747670,"Montville township, Morris County, New Jersey",20839,21528
321,34027,3402748090,"Morris township, Morris County, New Jersey",21796,22306
322,34027,3402748210,"Morris Plains borough, Morris County, New Jersey",5236,5532
323,34027,3402748300,"Morristown town, Morris County, New Jersey",18544,18411
324,34027,3402748480,"Mountain Lakes borough, Morris County, New Jersey",4256,4160
325,34027,3402748690,"Mount Arlington borough, Morris County, New Jersey",4663,5050
326,34027,3402749080,"Mount Olive township, Morris County, New Jersey",24193,28117
327,34027,3402750130,"Netcong borough, Morris County, New Jersey",2580,3232
328,34027,3402756460,"Parsippany-Troy Hills township, Morris County, New Jersey",50649,53238
329,34027,3402758110,"Pequannock township, Morris County, New Jersey",13888,15540
330,34027,3402761890,"Randolph township, Morris County, New Jersey",24847,25734
331,34027,3402763300,"Riverdale borough, Morris County, New Jersey",2498,3559
332,34027,3402764050,"Rockaway borough, Morris County, New Jersey",6473,6438
333,34027,3402764080,"Rockaway township, Morris County, New Jersey",22930,24156
334,34027,3402764980,"Roxbury township, Morris County, New Jersey",23883,23324
335,34027,3402775890,"Victory Gardens borough, Morris County, New Jersey",1546,1520
336,34027,3402777240,"Washington township, Morris County, New Jersey",17592,18533
337,34027,3402780390,"Wharton borough, Morris County, New Jersey",6298,6522
338,34029,3402900000,"County subdivisions not defined, Ocean County, New Jersey",0,0
339,34029,3402903050,"Barnegat township, Ocean County, New Jersey",15270,20936
340,34029,3402903130,"Barnegat Light borough, Ocean County, New Jersey",764,574
341,34029,3402903520,"Bay Head borough, Ocean County, New Jersey",1238,968
342,34029,3402903940,"Beach Haven borough, Ocean County, New Jersey",1278,1170
343,34029,3402904180,"Beachwood borough, Ocean County, New Jersey",10375,11045
344,34029,3402905305,"Berkeley township, Ocean County, New Jersey",39991,41255
345,34029,3402907420,"Brick township, Ocean County, New Jersey",76119,75072
346,34029,3402918670,"Eagleswood township, Ocean County, New Jersey",1441,1603
347,34029,3402930390,"Harvey Cedars borough, Ocean County, New Jersey",359,337
348,34029,3402934530,"Island Heights borough, Ocean County, New Jersey",1751,1673
349,34029,3402934680,"Jackson township, Ocean County, New Jersey",42816,54856
350,34029,3402937380,"Lacey township, Ocean County, New Jersey",25346,27644
351,34029,3402937770,"Lakehurst borough, Ocean County, New Jersey",2522,2654
352,34029,3402938550,"Lakewood township, Ocean County, New Jersey",60352,92843
353,34029,3402939390,"Lavallette borough, Ocean County, New Jersey",2665,1875
354,34029,3402940560,"Little Egg Harbor township, Ocean County, New Jersey",15945,20065
355,34029,3402941250,"Long Beach township, Ocean County, New Jersey",3329,3051
356,34029,3402943140,"Manchester township, Ocean County, New Jersey",38928,43070
357,34029,3402943380,"Mantoloking borough, Ocean County, New Jersey",423,296
358,34029,3402954300,"Ocean township, Ocean County, New Jersey",6450,8332
359,34029,3402954450,"Ocean Gate borough, Ocean County, New Jersey",2076,2011
360,34029,3402958590,"Pine Beach borough, Ocean County, New Jersey",1950,2127
361,34029,3402959790,"Plumsted township, Ocean County, New Jersey",7275,8421
362,34029,3402959880,"Point Pleasant borough, Ocean County, New Jersey",19306,18392
363,34029,3402959910,"Point Pleasant Beach borough, Ocean County, New Jersey",5314,4665
364,34029,3402966450,"Seaside Heights borough, Ocean County, New Jersey",3155,2887
365,34029,3402966480,"Seaside Park borough, Ocean County, New Jersey",2263,1579
366,34029,3402967110,"Ship Bottom borough, Ocean County, New Jersey",1384,1156
367,34029,3402969510,"South Toms River borough, Ocean County, New Jersey",3634,3684
368,34029,3402970320,"Stafford township, Ocean County, New Jersey",22532,26535
369,34029,3402971640,"Surf City borough, Ocean County, New Jersey",1442,1205
370,34029,3402973125,"Toms River township, Ocean County, New Jersey",89706,91239
371,34029,3402974210,"Tuckerton borough, Ocean County, New Jersey",3517,3347
372,34031,3403106340,"Bloomingdale borough, Passaic County, New Jersey",7610,7656
373,34031,3403113690,"Clifton city, Passaic County, New Jersey",78672,84136
374,34031,3403129070,"Haledon borough, Passaic County, New Jersey",8252,8318
375,34031,3403130570,"Hawthorne borough, Passaic County, New Jersey",18218,18791
376,34031,3403140620,"Little Falls township, Passaic County, New Jersey",10855,14432
377,34031,3403153040,"North Haledon borough, Passaic County, New Jersey",7920,8417
378,34031,3403156550,"Passaic city, Passaic County, New Jersey",67861,69781
379,34031,3403157000,"Paterson city, Passaic County, New Jersey",149222,146199
380,34031,3403160090,"Pompton Lakes borough, Passaic County, New Jersey",10640,11097
