,stco,geoid,name,2000,2010
257,34025,3402519840,"Eatontown borough, Monmouth County, New Jersey",5780,5319
258,34025,3402521570,"Englishtown borough, Monmouth County, New Jersey",643,621
259,34025,3402522440,"Fair Haven borough, Monmouth County, New Jersey",1998,1970
260,34025,3402522950,"Farmingdale borough, Monmouth County, New Jersey",625,547
261,34025,3402525200,"Freehold borough, Monmouth County, New Jersey",3695,4006
262,34025,3402525230,"Freehold township, Monmouth County, New Jersey",10814,12577
263,34025,3402530690,"Hazlet township, Monmouth County, New Jersey",7244,7140
264,34025,3402531500,"Highlands borough, Monmouth County, New Jersey",2450,2623
265,34025,3402532640,"Holmdel township, Monmouth County, New Jersey",4947,5584
266,34025,3402533300,"Howell township, Monmouth County, New Jersey",16063,17260
267,34025,3402534200,"Interlaken borough, Monmouth County, New Jersey",386,361
268,34025,3402536480,"Keansburg borough, Monmouth County, New Jersey",3872,3805
269,34025,3402536810,"Keyport borough, Monmouth County, New Jersey",3264,3067
270,34025,3402537560,"Lake Como borough, Monmouth County, New Jersey",824,785
271,34025,3402540770,"Little Silver borough, Monmouth County, New Jersey",2232,2146
272,34025,3402541010,"Loch Arbour village, Monmouth County, New Jersey",120,82
273,34025,3402541310,"Long Branch city, Monmouth County, New Jersey",12594,11753
274,34025,3402542990,"Manalapan township, Monmouth County, New Jersey",10781,13263
275,34025,3402543050,"Manasquan borough, Monmouth County, New Jersey",2600,2374
276,34025,3402544070,"Marlboro township, Monmouth County, New Jersey",11478,13001
277,34025,3402544520,"Matawan borough, Monmouth County, New Jersey",3531,3358
278,34025,3402545990,"Middletown township, Monmouth County, New Jersey",23236,23962
279,34025,3402546560,"Millstone township, Monmouth County, New Jersey",2708,3301
280,34025,3402547130,"Monmouth Beach borough, Monmouth County, New Jersey",1633,1494
281,34025,3402549890,"Neptune township, Monmouth County, New Jersey",10907,11201
282,34025,3402549920,"Neptune City borough, Monmouth County, New Jersey",2221,2133
283,34025,3402554270,"Ocean township, Monmouth County, New Jersey",10254,10611
284,34025,3402554570,"Oceanport borough, Monmouth County, New Jersey",2043,2227
285,34025,3402562430,"Red Bank borough, Monmouth County, New Jersey",5201,4929
286,34025,3402564410,"Roosevelt borough, Monmouth County, New Jersey",337,314
287,34025,3402565130,"Rumson borough, Monmouth County, New Jersey",2452,2344
288,34025,3402566240,"Sea Bright borough, Monmouth County, New Jersey",1003,792
289,34025,3402566330,"Sea Girt borough, Monmouth County, New Jersey",942,823
290,34025,3402567350,"Shrewsbury borough, Monmouth County, New Jersey",1207,1261
291,34025,3402567365,"Shrewsbury township, Monmouth County, New Jersey",521,583
292,34025,3402570110,"Spring Lake borough, Monmouth County, New Jersey",1463,1253
293,34025,3402570140,"Spring Lake Heights borough, Monmouth County, New Jersey",2511,2316
294,34025,3402573020,"Tinton Falls borough, Monmouth County, New Jersey",5883,8355
295,34025,3402574540,"Union Beach borough, Monmouth County, New Jersey",2143,2143
296,34025,3402574900,"Upper Freehold township, Monmouth County, New Jersey",1437,2363
297,34025,3402576460,"Wall township, Monmouth County, New Jersey",9437,10051
298,34025,3402579310,"West Long Branch borough, Monmouth County, New Jersey",2448,2384
299,34027,3402706610,"Boonton town, Morris County, New Jersey",3272,3235
300,34027,3402706640,"Boonton township, Morris County, New Jersey",1476,1575
301,34027,3402709040,"Butler borough, Morris County, New Jersey",2868,3031
302,34027,3402712100,"Chatham borough, Morris County, New Jersey",3159,3073
303,34027,3402712130,"Chatham township, Morris County, New Jersey",3920,3915
304,34027,3402712580,"Chester borough, Morris County, New Jersey",609,615
305,34027,3402712610,"Chester township, Morris County, New Jersey",2323,2592
306,34027,3402717650,"Denville township, Morris County, New Jersey",5990,6432
307,34027,3402718070,"Dover town, Morris County, New Jersey",5436,5562
308,34027,3402719210,"East Hanover township, Morris County, New Jersey",3843,3893
309,34027,3402723910,"Florham Park borough, Morris County, New Jersey",3239,4003
310,34027,3402729550,"Hanover township, Morris County, New Jersey",4745,5308
311,34027,3402729700,"Harding township, Morris County, New Jersey",1180,1474
312,34027,3402734980,"Jefferson township, Morris County, New Jersey",7131,7830
313,34027,3402737110,"Kinnelon borough, Morris County, New Jersey",3062,3472
314,34027,3402740290,"Lincoln Park borough, Morris County, New Jersey",4026,4001
