,COUNTY,P_AsianO18,P_BlackO18,P_HispO18,P_NonHispO18,P_O18,P_OtherO18,P_TwoO18,P_WhiteO18,STATE,SUMLEV,id,name
349,025,23,51,69,1305,1374,3,42,1186,34,60,3402500760,Allentown borough
350,025,144,3853,2805,9449,12254,79,363,5010,34,60,3402501960,Asbury Park city
351,025,73,41,256,3381,3637,5,95,3167,34,60,3402502110,Atlantic Highlands borough
352,025,19,22,104,1586,1690,1,33,1511,34,60,3402502440,Avon-by-the-Sea borough
353,025,61,80,637,4468,5105,32,89,4206,34,60,3402504930,Belmar borough
354,025,45,72,609,3122,3731,14,85,2906,34,60,3402506970,Bradley Beach borough
355,025,30,63,151,3843,3994,20,83,3647,34,60,3402507750,Brielle borough
356,025,403,63,379,7272,7651,37,123,6646,34,60,3402514560,Colts Neck township
357,025,5,6,88,635,723,12,17,595,34,60,3402516660,Deal borough
358,025,1053,1310,1453,9706,11159,174,607,6562,34,60,3402519840,Eatontown borough
359,025,154,57,237,1572,1809,5,37,1319,34,60,3402521570,Englishtown borough
360,025,76,65,136,4167,4303,13,93,3920,34,60,3402522440,Fair Haven borough
361,025,38,52,106,1095,1201,1,50,954,34,60,3402522950,Farmingdale borough
362,025,290,908,4487,4993,9480,65,188,3542,34,60,3402525200,Freehold borough
363,025,2091,1295,2502,25648,28150,140,619,21503,34,60,3402525230,Freehold township
364,025,590,257,1611,14634,16245,75,344,13368,34,60,3402530690,Hazlet township
365,025,49,63,263,3813,4076,29,121,3551,34,60,3402531500,Highlands borough
366,025,2818,138,628,12746,13374,56,288,9446,34,60,3402532640,Holmdel township
367,025,2075,1544,4236,37644,41880,227,1046,32752,34,60,3402533300,Howell township
368,025,4,0,14,693,707,7,16,666,34,60,3402534200,Interlaken borough
369,025,206,623,1263,6280,7543,34,262,5155,34,60,3402536480,Keansburg borough
370,025,205,315,1108,4819,5927,17,155,4127,34,60,3402536810,Keyport borough
371,025,28,58,234,1195,1429,8,31,1070,34,60,3402537560,Lake Como borough
372,025,114,23,163,4425,4588,11,96,4181,34,60,3402540770,Little Silver borough
373,025,5,0,5,185,190,1,2,177,34,60,3402541010,Loch Arbour village
374,025,526,2529,7096,17613,24709,1195,2139,11224,34,60,3402541310,Long Branch city
375,025,2714,715,2137,29972,32109,133,598,25812,34,60,3402542990,Manalapan township
376,025,43,5,287,4578,4865,5,76,4449,34,60,3402543050,Manasquan borough
377,025,6772,577,1576,30428,32004,112,512,22455,34,60,3402544070,Marlboro township
378,025,473,560,956,6641,7597,66,224,5318,34,60,3402544520,Matawan borough
379,025,1548,650,3424,49293,52717,221,1075,45799,34,60,3402545990,Middletown township
380,025,503,330,565,7558,8123,44,208,6473,34,60,3402546560,Millstone township
381,025,36,6,95,2594,2689,25,43,2484,34,60,3402547130,Monmouth Beach borough
382,025,633,7548,2789,20384,23173,138,764,11301,34,60,3402549890,Neptune township
383,025,72,482,455,3488,3943,17,150,2767,34,60,3402549920,Neptune City borough
384,025,1350,1999,2158,20092,22250,234,634,15875,34,60,3402554270,Ocean township
385,025,59,63,463,4464,4927,37,116,4189,34,60,3402554570,Oceanport borough
386,025,215,785,3127,7083,10210,43,237,5803,34,60,3402562430,Red Bank borough
387,025,12,20,68,609,677,7,24,546,34,60,3402564410,Roosevelt borough
388,025,69,16,184,5000,5184,24,111,4780,34,60,3402565130,Rumson borough
389,025,34,13,61,1265,1326,3,34,1181,34,60,3402566240,Sea Bright borough
390,025,1,5,45,1578,1623,7,15,1550,34,60,3402566330,Sea Girt borough
391,025,78,43,95,3112,3207,21,67,2903,34,60,3402567350,Shrewsbury borough
392,025,80,127,146,747,893,5,38,497,34,60,3402567365,Shrewsbury township
393,025,30,11,61,2338,2399,9,30,2258,34,60,3402570110,Spring Lake borough
394,025,40,15,170,4000,4170,13,66,3866,34,60,3402570140,Spring Lake Heights borough
395,025,859,1350,1213,14798,16011,87,384,12118,34,60,3402573020,Tinton Falls borough
396,025,106,83,506,4059,4565,32,126,3712,34,60,3402574540,Union Beach borough
397,025,330,118,300,5286,5586,26,127,4685,34,60,3402574900,Upper Freehold township
398,025,365,309,1056,20439,21495,75,431,19259,34,60,3402576460,Wall township
399,025,125,250,598,6407,7005,106,307,5619,34,60,3402579310,West Long Branch borough
400,027,728,314,983,6062,7045,36,221,4763,34,60,3402706610,Boonton town
401,027,222,41,194,3272,3466,5,79,2925,34,60,3402706640,Boonton township
402,027,220,87,979,5531,6510,10,126,5088,34,60,3402709040,Butler borough
403,027,589,68,458,6055,6513,43,170,5185,34,60,3402712100,Chatham borough
404,027,943,63,325,7653,7978,42,135,6470,34,60,3402712130,Chatham township
405,027,44,1,188,1114,1302,0,36,1033,34,60,3402712580,Chester borough
406,027,290,67,350,5524,5874,16,161,4990,34,60,3402712610,Chester township
407,027,1055,238,847,12702,13549,52,352,11005,34,60,3402717650,Denville township
408,027,345,655,10976,3568,14544,43,133,2392,34,60,3402718070,Dover town
409,027,1187,119,601,8501,9102,24,106,7065,34,60,3402719210,East Hanover township
410,027,846,586,727,9638,10365,47,238,7921,34,60,3402723910,Florham Park borough
411,027,1571,244,742,11153,11895,40,249,9049,34,60,3402729550,Hanover township
412,027,142,28,126,2980,3106,10,84,2716,34,60,3402729700,Harding township
413,027,657,277,1395,15158,16553,114,381,13729,34,60,3402734980,Jefferson township
414,027,464,64,458,7264,7722,39,167,6530,34,60,3402737110,Kinnelon borough
415,027,614,304,1040,7973,9013,61,181,6813,34,60,3402740290,Lincoln Park borough
416,027,554,58,622,6124,6746,52,151,5309,34,60,3402741362,Long Hill township
417,027,995,405,1510,11536,13046,61,309,9766,34,60,3402742510,Madison borough
418,027,126,23,197,3661,3858,16,70,3426,34,60,3402745330,Mendham borough
419,027,264,60,203,4266,4469,31,133,3778,34,60,3402745360,Mendham township
420,027,177,155,963,2330,3293,21,84,1893,34,60,3402746860,Mine Hill township
421,027,3636,248,1060,16513,17573,76,327,12226,34,60,3402747670,Montville township
422,027,1155,856,1725,16632,18357,89,431,14101,34,60,3402748090,Morris township
423,027,375,172,425,4450,4875,8,103,3792,34,60,3402748210,Morris Plains borough
424,027,878,1632,5383,11287,16670,123,368,8286,34,60,3402748300,Morristown town
425,027,478,11,133,3008,3141,11,86,2422,34,60,3402748480,Mountain Lakes borough
426,027,273,157,505,4545,5050,23,119,3973,34,60,3402748690,Mount Arlington borough
427,027,2247,1371,3100,19374,22474,115,614,15027,34,60,3402749080,Mount Olive township
428,027,98,114,576,2160,2736,23,62,1863,34,60,3402750130,Netcong borough
429,027,16700,1581,4146,41138,45284,274,969,21614,34,60,3402756460,Parsippany-Troy Hills township
430,027,328,81,817,11878,12695,27,210,11232,34,60,3402758110,Pequannock township
431,027,2404,586,2720,17527,20247,93,508,13936,34,60,3402761890,Randolph township
432,027,183,61,302,3179,3481,10,62,2863,34,60,3402763300,Riverdale borough
433,027,455,144,991,4335,5326,30,104,3602,34,60,3402764050,Rockaway borough
434,027,1560,588,2853,17488,20341,83,446,14811,34,60,3402764080,Rockaway township
435,027,1063,496,2316,15952,18268,78,402,13913,34,60,3402764980,Roxbury township
436,027,32,129,854,335,1189,6,14,154,34,60,3402775890,Victory Gardens borough
437,027,586,228,896,13237,14133,63,301,12059,34,60,3402777240,Washington township
438,027,335,176,2719,3085,5804,39,129,2406,34,60,3402780390,Wharton borough
439,029,0,0,0,0,0,0,0,0,34,60,3402900000,County subdivisions not defined
440,029,380,687,1637,18161,19798,67,523,16504,34,60,3402903050,Barnegat township
441,029,1,0,21,575,596,2,9,563,34,60,3402903130,Barnegat Light borough
442,029,10,4,23,780,803,0,11,755,34,60,3402903520,Bay Head borough
443,029,0,2,72,855,927,1,9,843,34,60,3402903940,Beach Haven borough
444,029,132,176,812,7508,8320,35,204,6961,34,60,3402904180,Beachwood borough
445,029,547,828,2608,35609,38217,113,721,33400,34,60,3402905305,Berkeley township
446,029,1094,1494,5604,55342,60946,236,1513,51005,34,60,3402907420,Brick township
447,029,10,2,81,1303,1384,9,32,1250,34,60,3402918670,Eagleswood township
448,029,2,0,6,345,351,0,2,341,34,60,3402930390,Harvey Cedars borough
449,029,14,8,36,1337,1373,13,36,1266,34,60,3402934530,Island Heights borough
450,029,1286,2204,5061,39591,44652,255,1190,34656,34,60,3402934680,Jackson township
451,029,266,160,1315,21811,23126,99,563,20723,34,60,3402937380,Lacey township
452,029,63,166,347,1697,2044,8,70,1390,34,60,3402937770,Lakehurst borough
453,029,612,2756,9992,60401,70393,1006,1006,55021,34,60,3402938550,Lakewood township
454,029,6,6,55,1587,1642,4,37,1534,34,60,3402939390,Lavallette borough
455,029,187,258,1038,16237,17275,72,467,15253,34,60,3402940560,Little Egg Harbor township
456,029,28,2,82,2826,2908,8,43,2745,34,60,3402941250,Long Beach township
457,029,883,1540,2623,38487,41110,144,854,35066,34,60,3402943140,Manchester township
458,029,3,0,12,284,296,2,3,276,34,60,3402943380,Mantoloking borough
459,029,58,60,285,7374,7659,23,158,7075,34,60,3402954300,Ocean township
460,029,5,34,108,1505,1613,2,76,1388,34,60,3402954450,Ocean Gate borough
461,029,29,10,68,1665,1733,8,55,1563,34,60,3402958590,Pine Beach borough
462,029,53,86,472,6040,6512,33,244,5624,34,60,3402959790,Plumsted township
463,029,119,37,876,14177,15053,63,244,13714,34,60,3402959880,Point Pleasant borough
464,029,40,28,355,3688,4043,12,83,3525,34,60,3402959910,Point Pleasant Beach borough
465,029,32,88,372,1599,1971,14,80,1385,34,60,3402966450,Seaside Heights borough
466,029,8,4,43,1285,1328,6,26,1241,34,60,3402966480,Seaside Park borough
467,029,9,1,43,939,982,2,11,916,34,60,3402967110,Ship Bottom borough
468,029,57,395,652,2000,2652,13,112,1423,34,60,3402969510,South Toms River borough
469,029,348,236,1638,21248,22886,41,513,20110,34,60,3402970320,Stafford township
470,029,8,1,20,1101,1121,0,8,1084,34,60,3402971640,Surf City borough
471,029,3036,2312,7845,68068,75913,358,1729,60633,34,60,3402973125,Toms River township
472,029,37,34,204,2769,2973,15,78,2605,34,60,3402974210,Tuckerton borough
473,031,230,82,847,5610,6457,47,159,5092,34,60,3403106340,Bloomingdale borough
474,031,7111,3178,27087,44468,71555,445,1255,32479,34,60,3403113690,Clifton city
475,031,470,794,3293,3680,6973,55,134,2227,34,60,3403129070,Haledon borough
476,031,469,462,3313,12475,15788,84,294,11166,34,60,3403130570,Hawthorne borough
477,031,615,809,1760,9594,11354,44,237,7889,34,60,3403140620,Little Falls township
478,031,290,247,845,6602,7447,14,137,5914,34,60,3403153040,North Haledon borough
479,031,2209,3238,36039,13226,49265,417,499,6863,34,60,3403156550,Passaic city
480,031,5622,28246,72337,45948,118285,787,1560,9733,34,60,3403157000,Paterson city
481,031,480,136,1487,7390,8877,40,195,6539,34,60,3403160090,Pompton Lakes borough
482,031,220,734,2725,1965,4690,20,56,935,34,60,3403161170,Prospect Park borough
483,031,158,127,754,8602,9356,131,274,7912,34,60,3403163150,Ringwood borough
484,031,664,187,1802,7214,9016,35,152,6176,34,60,3403173140,Totowa borough
485,031,455,236,1180,8219,9399,64,221,7243,34,60,3403176730,Wanaque borough
486,031,4038,1450,4637,39404,44041,160,810,32946,34,60,3403177840,Wayne township
487,031,320,246,1524,18830,20354,159,565,17540,34,60,3403179460,West Milford township
488,031,563,443,2738,8221,10959,43,210,6962,34,60,3403182423,Woodland Park borough
504,035,725,129,591,6475,7066,29,152,5440,34,60,3403504450,Bedminster township
505,035,4697,362,1095,20053,21148,74,492,14428,34,60,3403505560,Bernards township
506,035,261,43,874,5012,5886,14,113,4581,34,60,3403505590,Bernardsville borough
507,035,408,732,4665,4620,9285,113,170,3197,34,60,3403506790,Bound Brook borough
508,035,1260,345,764,11184,11948,52,290,9237,34,60,3403507180,Branchburg township
509,035,8108,996,3191,32735,35926,173,714,22744,34,60,3403507720,Bridgewater township
510,035,37,8,85,683,768,2,11,625,34,60,3403522890,Far Hills borough
511,035,12828,13000,8507,46958,55465,429,1396,19305,34,60,3403524900,Franklin township
512,035,1331,223,566,5150,5716,28,116,3452,34,60,3403527510,Green Brook township
513,035,6951,1611,2716,30640,33356,154,781,21143,34,60,3403531890,Hillsborough township
514,035,280,342,2547,6158,8705,49,195,5292,34,60,3403543620,Manville borough
515,035,7,7,18,316,334,1,6,295,34,60,3403546590,Millstone borough
516,035,6466,550,843,16799,17642,64,419,9300,34,60,3403547580,Montgomery township
517,035,851,3441,8441,9165,17606,152,417,4304,34,60,3403553280,North Plainfield borough
518,035,49,44,212,1755,1967,0,20,1642,34,60,3403557300,Peapack and Gladstone borough
519,035,1209,186,1175,5063,6238,32,119,3517,34,60,3403561980,Raritan borough
520,035,21,1,37,516,553,3,12,479,34,60,3403564320,Rocky Hill borough
521,035,1184,963,2275,7710,9985,69,286,5208,34,60,3403568460,Somerville borough
522,035,329,410,1144,2771,3915,25,102,1905,34,60,3403568730,South Bound Brook borough
523,035,2538,203,804,11739,12543,70,333,8595,34,60,3403576940,Warren township
524,035,758,234,346,4806,5152,44,152,3618,34,60,3403577600,Watchung borough
525,037,5,13,45,453,498,2,18,415,34,60,3403701330,Andover borough
526,037,178,158,366,4610,4976,35,130,4109,34,60,3403701360,Andover township
527,037,12,6,31,600,631,2,14,566,34,60,3403707300,Branchville borough
528,037,110,85,479,5905,6384,35,171,5504,34,60,3403709160,Byram township
529,037,60,37,204,4197,4401,21,118,3961,34,60,3403724810,Frankford township
530,037,55,82,429,3549,3978,21,140,3251,34,60,3403724930,Franklin borough
531,037,48,20,117,2512,2629,15,61,2368,34,60,3403725140,Fredon township
532,037,56,47,209,2602,2811,24,63,2412,34,60,3403727420,Green township
533,037,75,76,240,2453,2693,17,84,2201,34,60,3403729220,Hamburg borough
534,037,62,22,189,3832,4021,18,113,3617,34,60,3403729490,Hampton township
535,037,185,186,454,6279,6733,39,176,5693,34,60,3403729850,Hardyston township
536,037,304,335,1810,10087,11897,91,304,9053,34,60,3403732910,Hopatcong borough
537,037,13,20,109,1815,1924,3,36,1743,34,60,3403737440,Lafayette township
538,037,49,61,280,2830,3110,21,87,2612,34,60,3403747430,Montague township
539,037,244,317,912,5819,6731,29,217,5012,34,60,3403751930,Newton town
540,037,28,11,183,1654,1837,12,53,1550,34,60,3403754660,Ogdensburg borough
541,037,22,7,72,1540,1612,8,47,1456,34,60,3403765700,Sandyston township
542,037,494,241,1061,13927,14988,71,397,12724,34,60,3403769690,Sparta township
543,037,85,61,335,2555,2890,20,82,2307,34,60,3403770380,Stanhope borough
544,037,32,18,148,3157,3305,12,68,3027,34,60,3403770890,Stillwater township
545,037,23,35,212,1425,1637,4,48,1315,34,60,3403771670,Sussex borough
546,037,168,247,1442,16553,17995,84,509,15545,34,60,3403775740,Vernon township
547,037,0,0,0,4,4,0,0,4,34,60,3403776640,Walpack township
548,037,95,121,575,8185,8760,46,247,7676,34,60,3403776790,Wantage township
549,039,1479,196,778,9319,10097,65,195,7384,34,60,3403905320,Berkeley Heights township
550,039,537,192,1331,11093,12424,45,212,10107,34,60,3403913150,Clark township
551,039,698,519,1659,16732,18391,75,440,15000,34,60,3403915640,Cranford township
552,039,2165,16663,66860,35677,102537,1369,2274,13206,34,60,3403921000,Elizabeth city
553,039,530,303,444,5337,5781,11,168,4325,34,60,3403922860,Fanwood borough
554,039,112,54,451,3212,3663,29,83,2934,34,60,3403925800,Garwood borough
555,039,437,8916,3918,13706,17624,418,903,3032,34,60,3403931980,Hillside township
556,039,349,173,1350,5269,6619,34,196,4517,34,60,3403936690,Kenilworth borough
557,039,1225,9118,11266,23248,34514,410,806,11689,34,60,3403940350,Linden city
558,039,346,106,456,5001,5457,27,108,4414,34,60,3403948510,Mountainside borough
559,039,1531,191,829,9387,10216,34,220,7411,34,60,3403951810,New Providence borough
560,039,419,15342,19703,19878,39581,392,835,2890,34,60,3403959190,Plainfield city
561,039,1418,7071,6481,17324,23805,189,685,7961,34,60,3403961530,Rahway city
562,039,499,8621,5903,12061,17964,188,510,2243,34,60,3403964620,Roselle borough
563,039,1067,912,3832,7148,10980,100,232,4837,34,60,3403964650,Roselle Park borough
564,039,1915,1910,1698,17062,18760,97,472,12668,34,60,3403966060,Scotch Plains township
565,039,1223,1180,1552,12074,13626,94,364,9213,34,60,3403970020,Springfield township
566,039,1721,705,2399,14183,16582,83,482,11192,34,60,3403971430,Summit city
567,039,5396,15119,9057,39617,48674,623,1478,17001,34,60,3403974480,Union township
568,039,1945,633,1419,20932,22351,98,564,17692,34,60,3403979040,Westfield town
569,039,6,10,99,1111,1210,3,43,1049,34,60,3403981650,Winfield township
570,041,146,157,323,4094,4417,21,105,3665,34,60,3404100670,Allamuchy township
571,041,33,48,123,1763,1886,4,36,1642,34,60,3404101030,Alpha borough
572,041,20,20,119,1864,1983,16,58,1750,34,60,3404104990,Belvidere town
573,041,62,49,229,4440,4669,42,127,4160,34,60,3404106160,Blairstown township
574,041,81,44,117,2289,2406,18,83,2063,34,60,3404124960,Franklin township
575,041,9,22,81,1682,1763,1,45,1605,34,60,3404125320,Frelinghuysen township
576,041,307,333,370,3795,4165,17,123,3015,34,60,3404128260,Greenwich township
577,041,317,277,1632,6497,8129,35,189,5679,34,60,3404128710,Hackettstown town
578,041,8,12,77,1219,1296,1,24,1174,34,60,3404129820,Hardwick township
579,041,16,17,34,2009,2043,7,49,1920,34,60,3404130090,Harmony township
580,041,16,4,86,1436,1522,5,42,1369,34,60,3404133060,Hope township
581,041,102,108,331,4180,4511,15,122,3833,34,60,3404133930,Independence township
582,041,31,18,145,2248,2393,10,104,2085,34,60,3404137320,Knowlton township
583,041,36,31,108,2068,2176,8,59,1934,34,60,3404140110,Liberty township
584,041,337,552,550,6591,7141,45,167,5490,34,60,3404141490,Lopatcong township
585,041,206,327,810,5474,6284,34,225,4682,34,60,3404143320,Mansfield township
586,041,20,35,118,1804,1922,2,84,1663,34,60,3404155530,Oxford township
587,041,189,1226,1630,9793,11423,48,453,7877,34,60,3404158350,Phillipsburg town
588,041,37,66,147,2506,2653,14,103,2286,34,60,3404159820,Pohatcong township
589,041,178,402,684,5094,5778,45,178,4291,34,60,3404177270,Washington borough
590,041,114,179,362,4863,5225,29,125,4416,34,60,3404177300,Washington township
591,041,39,91,184,3850,4034,17,58,3645,34,60,3404180570,White township
