co_nm,co_id,ct_id,puma,nta_id,nta_nm,subbor_nm,subbor_id
Brooklyn,047,36047001800,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047002000,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047002200,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047007200,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047007400,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047007600,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047007800,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047008000,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047008200,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047008400,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047010100,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047012200,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047014500,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047014700,4012,BK32,Sunset Park West,BK West,36047W
Brooklyn,047,36047035000,4018,BK23,West Brighton,BK Southern,36047S
Brooklyn,047,36047035400,4018,BK23,West Brighton,BK Southern,36047S
Brooklyn,047,36047035601,4018,BK23,West Brighton,BK Southern,36047S
Brooklyn,047,36047035602,4018,BK23,West Brighton,BK Southern,36047S
Brooklyn,047,36047050900,4001,BK72,Williamsburg,BK North,36047N
Brooklyn,047,36047052900,4001,BK72,Williamsburg,BK North,36047N
Brooklyn,047,36047053300,4001,BK72,Williamsburg,BK North,36047N
Brooklyn,047,36047053500,4001,BK72,Williamsburg,BK North,36047N
Brooklyn,047,36047053700,4001,BK72,Williamsburg,BK North,36047N
Brooklyn,047,36047053900,4001,BK72,Williamsburg,BK North,36047N
Brooklyn,047,36047054500,4001,BK72,Williamsburg,BK North,36047N
Brooklyn,047,36047016900,4012,BK40,Windsor Terrace,BK West,36047W
Brooklyn,047,36047017100,4012,BK40,Windsor Terrace,BK West,36047W
Brooklyn,047,36047050000,4012,BK40,Windsor Terrace,BK West,36047W
Brooklyn,047,36047050202,4012,BK40,Windsor Terrace,BK West,36047W
Brooklyn,047,36047050400,4012,BK40,Windsor Terrace,BK West,36047W
Brooklyn,047,36047150200,4012,BK40,Windsor Terrace,BK West,36047W
Manhattan,061,36061000700,3810,MN25,Battery Park City-Lower Manhattan,MN Lower,36061L
Manhattan,061,36061000900,3810,MN25,Battery Park City-Lower Manhattan,MN Lower,36061L
Manhattan,061,36061001300,3810,MN25,Battery Park City-Lower Manhattan,MN Lower,36061L
Manhattan,061,36061001501,3810,MN25,Battery Park City-Lower Manhattan,MN Lower,36061L
Manhattan,061,36061001502,3810,MN25,Battery Park City-Lower Manhattan,MN Lower,36061L
Manhattan,061,36061031703,3810,MN25,Battery Park City-Lower Manhattan,MN Lower,36061L
Manhattan,061,36061031704,3810,MN25,Battery Park City-Lower Manhattan,MN Lower,36061L
Manhattan,061,36061020600,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061020800,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061021200,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061021400,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061021500,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061022102,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061022400,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061022600,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061022800,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061023000,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061023200,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061023400,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061023502,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061023600,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061024302,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061025900,3803,MN03,Central Harlem North-Polo Grounds,MN Upper,36061U
Manhattan,061,36061018600,3803,MN11,Central Harlem South,MN Upper,36061U
Manhattan,061,36061019000,3803,MN11,Central Harlem South,MN Upper,36061U
Manhattan,061,36061019702,3803,MN11,Central Harlem South,MN Upper,36061U
Manhattan,061,36061020000,3803,MN11,Central Harlem South,MN Upper,36061U
Manhattan,061,36061020102,3803,MN11,Central Harlem South,MN Upper,36061U
Manhattan,061,36061021600,3803,MN11,Central Harlem South,MN Upper,36061U
Manhattan,061,36061021800,3803,MN11,Central Harlem South,MN Upper,36061U
Manhattan,061,36061022000,3803,MN11,Central Harlem South,MN Upper,36061U
Manhattan,061,36061022200,3803,MN11,Central Harlem South,MN Upper,36061U
Manhattan,061,36061025700,3803,MN11,Central Harlem South,MN Upper,36061U
Manhattan,061,36061000800,3809,MN27,Chinatown,MN Lower,36061L
Manhattan,061,36061001600,3809,MN27,Chinatown,MN Lower,36061L
Manhattan,061,36061001800,3809,MN27,Chinatown,MN Lower,36061L
Manhattan,061,36061002500,3809,MN27,Chinatown,MN Lower,36061L
Manhattan,061,36061002700,3809,MN27,Chinatown,MN Lower,36061L
Manhattan,061,36061002900,3809,MN27,Chinatown,MN Lower,36061L
Manhattan,061,36061003001,3809,MN27,Chinatown,MN Lower,36061L
Manhattan,061,36061003601,3809,MN27,Chinatown,MN Lower,36061L
Manhattan,061,36061011500,3807,MN15,Clinton,MN West Side and Midtown,36061WM
Manhattan,061,36061012100,3807,MN15,Clinton,MN West Side and Midtown,36061WM
Manhattan,061,36061012700,3807,MN15,Clinton,MN West Side and Midtown,36061WM
Manhattan,061,36061012900,3807,MN15,Clinton,MN West Side and Midtown,36061WM
Manhattan,061,36061013300,3807,MN15,Clinton,MN West Side and Midtown,36061WM
Manhattan,061,36061013500,3807,MN15,Clinton,MN West Side and Midtown,36061WM
Manhattan,061,36061013900,3807,MN15,Clinton,MN West Side and Midtown,36061WM
Manhattan,061,36061017800,3804,MN34,East Harlem North,MN Upper,36061U
Manhattan,061,36061018000,3804,MN34,East Harlem North,MN Upper,36061U
Manhattan,061,36061018200,3804,MN34,East Harlem North,MN Upper,36061U
Manhattan,061,36061018400,3804,MN34,East Harlem North,MN Upper,36061U
Manhattan,061,36061018800,3804,MN34,East Harlem North,MN Upper,36061U
Manhattan,061,36061019200,3804,MN34,East Harlem North,MN Upper,36061U
Manhattan,061,36061019400,3804,MN34,East Harlem North,MN Upper,36061U
Manhattan,061,36061019600,3804,MN34,East Harlem North,MN Upper,36061U
Manhattan,061,36061019800,3804,MN34,East Harlem North,MN Upper,36061U
Manhattan,061,36061021000,3804,MN34,East Harlem North,MN Upper,36061U
Manhattan,061,36061024200,3804,MN34,East Harlem North,MN Upper,36061U
Manhattan,061,36061015602,3804,MN33,East Harlem South,MN Upper,36061U
Manhattan,061,36061015802,3804,MN33,East Harlem South,MN Upper,36061U
Manhattan,061,36061016002,3804,MN33,East Harlem South,MN Upper,36061U
Manhattan,061,36061016200,3804,MN33,East Harlem South,MN Upper,36061U
Manhattan,061,36061016400,3804,MN33,East Harlem South,MN Upper,36061U
Manhattan,061,36061016600,3804,MN33,East Harlem South,MN Upper,36061U
Manhattan,061,36061016800,3804,MN33,East Harlem South,MN Upper,36061U
Manhattan,061,36061017000,3804,MN33,East Harlem South,MN Upper,36061U
Manhattan,061,36061017200,3804,MN33,East Harlem South,MN Upper,36061U
Manhattan,061,36061017401,3804,MN33,East Harlem South,MN Upper,36061U
Manhattan,061,36061017402,3804,MN33,East Harlem South,MN Upper,36061U
Manhattan,061,36061003002,3809,MN22,East Village,MN Lower,36061L
Manhattan,061,36061003200,3809,MN22,East Village,MN Lower,36061L
Manhattan,061,36061003400,3809,MN22,East Village,MN Lower,36061L
Manhattan,061,36061003602,3809,MN22,East Village,MN Lower,36061L
Manhattan,061,36061003800,3809,MN22,East Village,MN Lower,36061L
Manhattan,061,36061004000,3809,MN22,East Village,MN Lower,36061L
Manhattan,061,36061004200,3809,MN22,East Village,MN Lower,36061L
Manhattan,061,36061004800,3808,MN21,Gramercy,MN East Side,36061E
Manhattan,061,36061005000,3808,MN21,Gramercy,MN East Side,36061E
Manhattan,061,36061006400,3808,MN21,Gramercy,MN East Side,36061E
Manhattan,061,36061006800,3808,MN21,Gramercy,MN East Side,36061E
Manhattan,061,36061022500,3802,MN04,Hamilton Heights,MN Upper,36061U
Manhattan,061,36061022700,3802,MN04,Hamilton Heights,MN Upper,36061U
Manhattan,061,36061022900,3802,MN04,Hamilton Heights,MN Upper,36061U
Manhattan,061,36061023100,3802,MN04,Hamilton Heights,MN Upper,36061U
Manhattan,061,36061023300,3802,MN04,Hamilton Heights,MN Upper,36061U
Manhattan,061,36061023501,3802,MN04,Hamilton Heights,MN Upper,36061U
Manhattan,061,36061023700,3802,MN04,Hamilton Heights,MN Upper,36061U
Manhattan,061,36061005200,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061005400,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061005600,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061005800,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061008100,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061008300,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061008700,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061008900,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061009100,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061009300,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061009700,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061009900,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061010300,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061011100,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061011700,3807,MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,MN West Side and Midtown,36061WM
Manhattan,061,36061010602,3805,MN31,Lenox Hill-Roosevelt Island,MN East Side,36061E
Manhattan,061,36061011000,3805,MN31,Lenox Hill-Roosevelt Island,MN East Side,36061E
Manhattan,061,36061011600,3805,MN31,Lenox Hill-Roosevelt Island,MN East Side,36061E
Manhattan,061,36061011800,3805,MN31,Lenox Hill-Roosevelt Island,MN East Side,36061E
Manhattan,061,36061012400,3805,MN31,Lenox Hill-Roosevelt Island,MN East Side,36061E
Manhattan,061,36061012600,3805,MN31,Lenox Hill-Roosevelt Island,MN East Side,36061E
Manhattan,061,36061013200,3805,MN31,Lenox Hill-Roosevelt Island,MN East Side,36061E
Manhattan,061,36061013400,3805,MN31,Lenox Hill-Roosevelt Island,MN East Side,36061E
Manhattan,061,36061023801,3805,MN31,Lenox Hill-Roosevelt Island,MN East Side,36061E
Manhattan,061,36061023802,3805,MN31,Lenox Hill-Roosevelt Island,MN East Side,36061E
Manhattan,061,36061014500,3806,MN14,Lincoln Square,MN West Side and Midtown,36061WM
Manhattan,061,36061014700,3806,MN14,Lincoln Square,MN West Side and Midtown,36061WM
Manhattan,061,36061014900,3806,MN14,Lincoln Square,MN West Side and Midtown,36061WM
Manhattan,061,36061015100,3806,MN14,Lincoln Square,MN West Side and Midtown,36061WM
Manhattan,061,36061015300,3806,MN14,Lincoln Square,MN West Side and Midtown,36061WM
Manhattan,061,36061015500,3806,MN14,Lincoln Square,MN West Side and Midtown,36061WM
Manhattan,061,36061015700,3806,MN14,Lincoln Square,MN West Side and Midtown,36061WM
Manhattan,061,36061015900,3806,MN14,Lincoln Square,MN West Side and Midtown,36061WM
Manhattan,061,36061000201,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061000202,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061000600,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061001001,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061001002,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061001200,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061001401,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061001402,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061002000,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061002201,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061002202,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061002400,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061002601,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061002602,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061002800,3809,MN28,Lower East Side,MN Lower,36061L
Manhattan,061,36061021303,3802,MN06,Manhattanville,MN Upper,36061U
Manhattan,061,36061021703,3802,MN06,Manhattanville,MN Upper,36061U
Manhattan,061,36061021900,3802,MN06,Manhattanville,MN Upper,36061U
Manhattan,061,36061022301,3802,MN06,Manhattanville,MN Upper,36061U
Manhattan,061,36061022302,3802,MN06,Manhattanville,MN Upper,36061U
Manhattan,061,36061029100,3801,MN01,Marble Hill-Inwood,MN Upper,36061U
Manhattan,061,36061029300,3801,MN01,Marble Hill-Inwood,MN Upper,36061U
Manhattan,061,36061029500,3801,MN01,Marble Hill-Inwood,MN Upper,36061U
Manhattan,061,36061029900,3801,MN01,Marble Hill-Inwood,MN Upper,36061U
Manhattan,061,36061030300,3801,MN01,Marble Hill-Inwood,MN Upper,36061U
Manhattan,061,36061030700,3801,MN01,Marble Hill-Inwood,MN Upper,36061U
Manhattan,061,36061030900,3801,MN01,Marble Hill-Inwood,MN Upper,36061U
Manhattan,061,36061007400,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061007600,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061008400,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061009400,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061009500,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061009600,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061010100,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061010200,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061010400,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061010900,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061011201,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061011202,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061011300,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061011900,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061012500,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061013100,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061013700,3807,MN17,Midtown-Midtown South,MN West Side and Midtown,36061WM
Manhattan,061,36061019300,3802,MN09,Morningside Heights,MN Upper,36061U
Manhattan,061,36061019500,3802,MN09,Morningside Heights,MN Upper,36061U
Manhattan,061,36061019701,3802,MN09,Morningside Heights,MN Upper,36061U
Manhattan,061,36061019900,3802,MN09,Morningside Heights,MN Upper,36061U
Manhattan,061,36061020101,3802,MN09,Morningside Heights,MN Upper,36061U
Manhattan,061,36061020300,3802,MN09,Morningside Heights,MN Upper,36061U
Manhattan,061,36061020500,3802,MN09,Morningside Heights,MN Upper,36061U
Manhattan,061,36061020701,3802,MN09,Morningside Heights,MN Upper,36061U
Manhattan,061,36061020901,3802,MN09,Morningside Heights,MN Upper,36061U
Manhattan,061,36061021100,3802,MN09,Morningside Heights,MN Upper,36061U
Manhattan,061,36061006200,3808,MN20,Murray Hill-Kips Bay,MN East Side,36061E
Manhattan,061,36061006600,3808,MN20,Murray Hill-Kips Bay,MN East Side,36061E
Manhattan,061,36061007000,3808,MN20,Murray Hill-Kips Bay,MN East Side,36061E
Manhattan,061,36061007200,3808,MN20,Murray Hill-Kips Bay,MN East Side,36061E
Manhattan,061,36061007800,3808,MN20,Murray Hill-Kips Bay,MN East Side,36061E
Manhattan,061,36061008000,3808,MN20,Murray Hill-Kips Bay,MN East Side,36061E
Manhattan,061,36061008200,3808,MN20,Murray Hill-Kips Bay,MN East Side,36061E
Manhattan,061,36061000100,3810,MN99,park-cemetery-etc-Manhattan,MN Lower,36061L
Manhattan,061,36061000500,3810,MN99,park-cemetery-etc-Manhattan,MN Lower,36061L
Manhattan,061,36061014300,3806,MN99,park-cemetery-etc-Manhattan,MN West Side and Midtown,36061WM
Manhattan,061,36061024000,3804,MN99,park-cemetery-etc-Manhattan,MN Upper,36061U
Manhattan,061,36061029700,3801,MN99,park-cemetery-etc-Manhattan,MN Upper,36061U
Manhattan,061,36061031100,3801,MN99,park-cemetery-etc-Manhattan,MN Upper,36061U
Manhattan,061,36061031900,3810,MN99,park-cemetery-etc-Manhattan,MN Lower,36061L
Manhattan,061,36061002100,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN Lower,36061L
Manhattan,061,36061003100,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN Lower,36061L
Manhattan,061,36061003300,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN Lower,36061L
Manhattan,061,36061003700,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN Lower,36061L
Manhattan,061,36061003900,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN Lower,36061L
Manhattan,061,36061004100,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN Lower,36061L
Manhattan,061,36061004300,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN Lower,36061L
Manhattan,061,36061004500,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN Lower,36061L
Manhattan,061,36061004700,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN Lower,36061L
Manhattan,061,36061004900,3810,MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN Lower,36061L
Manhattan,061,36061004400,3808,MN50,Stuyvesant Town-Cooper Village,MN East Side,36061E
Manhattan,061,36061006000,3808,MN50,Stuyvesant Town-Cooper Village,MN East Side,36061E
Manhattan,061,36061008601,3808,MN19,Turtle Bay-East Midtown,MN East Side,36061E
Manhattan,061,36061008602,3808,MN19,Turtle Bay-East Midtown,MN East Side,36061E
Manhattan,061,36061008603,3808,MN19,Turtle Bay-East Midtown,MN East Side,36061E
Manhattan,061,36061008800,3808,MN19,Turtle Bay-East Midtown,MN East Side,36061E
Manhattan,061,36061009000,3808,MN19,Turtle Bay-East Midtown,MN East Side,36061E
Manhattan,061,36061009200,3808,MN19,Turtle Bay-East Midtown,MN East Side,36061E
Manhattan,061,36061009800,3808,MN19,Turtle Bay-East Midtown,MN East Side,36061E
Manhattan,061,36061010000,3808,MN19,Turtle Bay-East Midtown,MN East Side,36061E
Manhattan,061,36061010601,3808,MN19,Turtle Bay-East Midtown,MN East Side,36061E
Manhattan,061,36061010800,3808,MN19,Turtle Bay-East Midtown,MN East Side,36061E
Manhattan,061,36061011203,3808,MN19,Turtle Bay-East Midtown,MN East Side,36061E
Manhattan,061,36061011401,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061011402,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061012000,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061012200,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061012800,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061013000,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061014000,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061014200,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061014801,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061014802,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061015001,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061015002,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061015801,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061016001,3805,MN40,Upper East Side-Carnegie Hill,MN East Side,36061E
Manhattan,061,36061016100,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061016300,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061016500,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061016700,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061016900,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061017100,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061017300,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061017500,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061017700,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061017900,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061018100,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061018300,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061018500,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061018700,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061018900,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061019100,3806,MN12,Upper West Side,MN West Side and Midtown,36061WM
Manhattan,061,36061026700,3801,MN35,Washington Heights North,MN Upper,36061U
Manhattan,061,36061026900,3801,MN35,Washington Heights North,MN Upper,36061U
Manhattan,061,36061027100,3801,MN35,Washington Heights North,MN Upper,36061U
Manhattan,061,36061027300,3801,MN35,Washington Heights North,MN Upper,36061U
Manhattan,061,36061027500,3801,MN35,Washington Heights North,MN Upper,36061U
Manhattan,061,36061027700,3801,MN35,Washington Heights North,MN Upper,36061U
Manhattan,061,36061027900,3801,MN35,Washington Heights North,MN Upper,36061U
Manhattan,061,36061028100,3801,MN35,Washington Heights North,MN Upper,36061U
Manhattan,061,36061028300,3801,MN35,Washington Heights North,MN Upper,36061U
Manhattan,061,36061028500,3801,MN35,Washington Heights North,MN Upper,36061U
Manhattan,061,36061028700,3801,MN35,Washington Heights North,MN Upper,36061U
Manhattan,061,36061023900,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061024100,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061024301,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061024500,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061024700,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061024900,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061025100,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061025300,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061025500,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061026100,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061026300,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061026500,3801,MN36,Washington Heights South,MN Upper,36061U
Manhattan,061,36061005501,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061005502,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061005700,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061005900,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061006100,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061006300,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061006500,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061006700,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061006900,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061007100,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061007300,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061007500,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061007700,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061007900,3810,MN23,West Village,MN Lower,36061L
Manhattan,061,36061013600,3805,MN32,Yorkville,MN East Side,36061E
Manhattan,061,36061013800,3805,MN32,Yorkville,MN East Side,36061E
Manhattan,061,36061014401,3805,MN32,Yorkville,MN East Side,36061E
Manhattan,061,36061014402,3805,MN32,Yorkville,MN East Side,36061E
Manhattan,061,36061014601,3805,MN32,Yorkville,MN East Side,36061E
Manhattan,061,36061014602,3805,MN32,Yorkville,MN East Side,36061E
Manhattan,061,36061015200,3805,MN32,Yorkville,MN East Side,36061E
Manhattan,061,36061015400,3805,MN32,Yorkville,MN East Side,36061E
Manhattan,061,36061015601,3805,MN32,Yorkville,MN East Side,36061E
Queens,081,36081033100,4102,QN98a,Airport LGA,QN Northwest,36081NW
Queens,081,36081071600,4105,QN98b,Airport JFK,QN Southeast,36081SE
Queens,081,36081004500,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081004700,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081005300,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081005700,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081005900,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081006100,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081006300,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081006501,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081006502,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081007500,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081007700,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081014100,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081014300,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081014500,4101,QN70,Astoria,QN Northwest,36081NW
Queens,081,36081014700,4101,QN70,Astoria,QN Northwest,36081NW
