,id,P_Asian,P_Black,P_Hisp,P_Other,P_White
2627,34025804200,93,19,81,53,5924
2629,34025804300,59,11,69,32,3419
2630,34025804400,109,176,73,43,697
2631,34025804500,229,1027,210,135,3731
2633,34025804600,108,126,74,26,2052
2635,34025804700,43,529,191,72,845
2637,34025804800,382,538,346,94,5152
2639,34025805001,765,859,442,199,3234
2641,34025805002,334,283,217,83,2871
2642,34025805100,180,107,136,81,3186
2644,34025805200,9,97,58,10,317
2645,34025805300,37,32,81,45,5295
2647,34025805400,59,1099,761,99,2796
2649,34025805500,66,1563,842,134,1312
2651,34025805600,20,1234,657,70,317
2653,34025805700,36,280,836,159,1729
2655,34025805800,59,455,1377,156,1555
2657,34025805900,104,561,1334,228,3097
2659,34025806000,119,216,543,126,3547
2661,34025806100,41,63,127,85,3478
2663,34025806200,100,171,241,152,7594
2666,34025806300,34,18,56,43,2832
2668,34025806400,143,43,106,44,4831
2670,34025806501,488,687,350,183,1590
2672,34025806502,428,252,279,78,2561
2674,34025806503,230,56,72,44,3015
2676,34025806504,208,344,186,88,1940
2678,34025806600,152,66,166,63,5283
2680,34025806700,2,0,10,7,881
2681,34025806800,3,12,54,16,985
2682,34025806900,5,12,20,11,950
2683,34025807003,50,3009,1157,282,932
2685,34025807004,39,1150,635,147,1487
2687,34025807100,14,2149,392,219,600
2689,34025807200,0,1567,189,44,32
2691,34025807300,15,2361,264,100,96
2693,34025807400,39,156,161,39,3868
2695,34025807500,21,1481,453,107,967
2697,34025807600,3,2517,207,78,116
2699,34025807700,41,2334,216,132,1086
2701,34025807800,85,2131,227,150,1511
2703,34025807900,41,1521,154,93,1467
2705,34025808001,31,31,54,42,4103
2707,34025808002,61,139,65,21,1741
2709,34025808100,141,481,277,107,4212
2711,34025808200,69,167,615,91,3851
2713,34025808300,20,8,54,13,2149
2715,34025808401,22,27,91,18,2310
2717,34025808402,39,173,323,78,2964
2719,34025808500,78,37,145,58,6166
2721,34025808600,40,66,86,29,5164
2723,34025808700,176,28,110,63,8903
2726,34025808800,24,18,50,27,3993
2728,34025808900,19,57,111,27,5013
2730,34025809000,23,134,183,40,1426
2732,34025809100,10,12,26,17,3502
2734,34025809200,2,2,30,7,2107
2736,34025809300,28,25,283,31,5943
2739,34025809400,33,170,162,54,4474
2741,34025809501,1242,319,291,83,4832
2743,34025809502,1269,117,263,78,5700
2745,34025809600,544,70,181,48,6009
2747,34025809701,394,40,115,49,3922
2749,34025809703,367,109,107,38,4793
2751,34025809704,786,66,94,57,4415
2753,34025809901,195,19,96,28,4835
2755,34025809902,139,50,115,37,3979
2757,34025809903,111,847,309,96,1475
2759,34025810001,322,123,223,74,5486
2761,34025810002,24,45,59,18,3596
2763,34025810003,179,126,183,46,4979
2765,34025810004,109,39,132,26,3612
2767,34025810100,569,78,324,65,7501
2770,34025810200,300,230,262,104,4589
2772,34025810300,77,67,110,17,1493
2774,34025810401,309,636,219,58,3357
2776,34025810402,457,337,300,87,6094
2778,34025810501,167,198,256,35,2919
2780,34025810502,382,167,448,109,5699
2782,34025810503,66,88,135,19,3526
2784,34025810600,231,124,279,59,4776
2786,34025810700,64,186,461,16,1413
2788,34025810800,77,851,775,55,1009
2790,34025810900,79,159,713,20,1844
2792,34025811000,48,439,1132,48,1587
2794,34025811100,346,241,430,115,9005
2797,34025811200,162,183,316,90,4704
2799,34025811301,323,466,377,112,4289
2801,34025811303,222,153,190,60,4157
2803,34025811304,167,132,204,65,3307
2805,34025811401,234,149,349,73,5408
2807,34025811402,120,136,221,29,3447
2809,34025811500,161,209,523,82,7946
2812,34025811600,37,18,61,13,1458
2814,34025811700,304,269,315,85,7997
2815,34025811800,19,23,42,44,805
2816,34025811900,60,45,151,80,3946
2818,34025812000,12,120,36,33,1681
2827,34027040101,202,34,190,61,3726
2829,34027040102,373,143,443,86,5672
2831,34027040200,166,26,252,51,6699
2833,34027040300,99,13,156,26,6400
2835,34027040400,68,27,110,28,2265
2837,34027040500,76,30,170,41,3306
2839,34027040600,61,12,209,29,3486
2841,34027040701,171,22,108,46,5203
2843,34027040702,92,22,110,19,3572
2845,34027040801,242,25,113,60,4264
2847,34027040803,1348,88,183,88,5122
2849,34027040804,297,35,125,34,2990
2851,34027040805,725,40,110,52,4898
2853,34027040900,175,51,92,48,3921
2855,34027041000,347,153,335,135,3954
2857,34027041100,308,168,247,110,2739
2859,34027041200,219,15,72,42,3908
2861,34027041300,134,33,96,57,4529
2863,34027041400,246,42,161,46,4964
2865,34027041500,354,94,161,73,4834
2867,34027041601,1160,338,345,131,4437
2869,34027041602,486,67,139,32,2299
2871,34027041603,1491,101,255,108,2616
2873,34027041604,638,59,216,51,3789
2875,34027041701,670,177,390,179,4089
2877,34027041702,434,70,284,131,2585
2879,34027041703,1192,274,535,216,4667
2880,34027041704,1071,179,217,145,2893
2884,34027041801,537,117,710,87,1602
2886,34027041802,895,74,347,68,3700
2888,34027041803,550,54,97,49,2606
2890,34027041901,472,35,155,57,5444
2892,34027041902,785,29,157,35,4224
2894,34027042000,404,44,177,33,3396
2896,34027042100,340,38,112,21,3523
2898,34027042200,379,45,163,29,4194
2900,34027042301,58,28,82,15,2019
2902,34027042302,167,42,59,38,2728
2904,34027042500,66,14,40,14,3348
2906,34027042600,277,74,150,40,4834
2908,34027042700,132,6,73,36,3593
2910,34027042800,106,5,150,33,4326
2912,34027042900,125,123,383,48,2976
2914,34027043000,154,135,299,55,3626
2916,34027043100,108,46,46,29,3186
2918,34027043200,229,177,259,142,4384
2920,34027043301,91,623,185,31,1663
2922,34027043302,173,82,119,31,2728
2924,34027043303,149,68,121,51,3253
2926,34027043401,265,252,285,49,6283
2928,34027043402,169,129,120,61,4815
2930,34027043500,50,1605,1691,70,374
2932,34027043600,316,449,899,101,3169
2934,34027043700,143,232,303,45,2505
2936,34027043800,185,780,2141,132,3354
2938,34027043900,188,21,80,31,4323
2940,34027044000,295,20,117,52,4959
2942,34027044101,135,6,85,25,2841
2944,34027044102,285,25,218,82,5075
2946,34027044200,34,13,57,38,3038
2948,34027044300,411,84,608,57,5313
2950,34027044401,76,114,182,65,4561
2952,34027044403,241,96,220,68,4263
2954,34027044404,184,46,206,34,3694
2956,34027044501,462,164,305,55,4007
2958,34027044502,324,118,527,50,2868
2960,34027044601,69,36,121,59,4338
2962,34027044602,61,30,170,54,5696
2964,34027044701,40,36,239,85,4456
2966,34027044702,39,51,142,41,3954
2968,34027044800,194,392,4651,117,1993
2970,34027044900,112,345,3054,65,2038
2972,34027045000,140,298,2834,49,1906
2974,34027045100,198,244,1462,141,4253
2976,34027045200,89,118,319,52,3101
2978,34027045300,144,89,308,44,3988
2980,34027045401,173,84,212,73,4121
2982,34027045402,180,167,480,89,5373
2984,34027045501,185,57,125,33,5079
2986,34027045502,338,119,241,73,6771
2988,34027045601,0,32,33,4,33
2989,34027045602,84,318,783,31,330
2991,34027045603,998,179,500,106,3046
2993,34027045604,461,110,207,61,3944
2994,34027045701,281,91,175,97,5213
2996,34027045702,525,143,293,94,8221
2999,34027045801,72,22,125,32,4846
3000,34027045802,109,48,82,46,5115
3002,34027045901,28,5,112,13,1477
3004,34027045902,171,72,188,72,6779
3006,34027046000,43,31,184,32,2290
3008,34027046103,477,281,268,81,4741
3010,34027046104,317,218,374,119,4937
3012,34027046105,394,263,552,122,5079
3014,34027046106,258,133,251,96,5232
3016,34027046201,175,55,180,57,5069
3018,34027046202,68,36,76,24,3770
3020,34027046297,38,12,60,15,3161
3022,34027046298,44,40,73,29,4610
3026,34029000000,0,0,0,0,0
3027,34029710100,54,27,234,39,4960
3029,34029711100,15,16,194,30,4730
3031,34029711200,20,10,73,45,4002
3033,34029711300,32,16,88,23,4053
3035,34029711400,36,5,110,37,5771
3037,34029712000,9,9,19,10,1614
3039,34029713000,42,27,157,42,4133
3041,34029713100,74,42,211,92,6599
3043,34029713201,23,6,43,24,2547
3045,34029713202,69,83,189,43,3700
3047,34029713203,89,139,251,50,4385
3049,34029713300,39,27,74,21,4026
3051,34029713401,78,71,267,55,4770
3053,34029713402,35,49,195,48,3413
3055,34029713500,44,9,45,23,2987
3057,34029713600,28,8,70,31,3636
3059,34029713700,21,3,39,22,2553
3061,34029713800,28,16,80,36,3340
3063,34029713900,109,56,459,97,5416
3065,34029714000,86,32,318,47,5925
3067,34029714100,31,12,77,19,3044
3069,34029714200,69,118,356,76,5914
3071,34029714300,18,7,94,15,3547
3073,34029714400,0,0,5,0,925
3075,34029715000,159,1413,1301,145,3038
3077,34029715200,12,1205,2123,83,2017
3079,34029715301,156,981,1159,183,5374
3081,34029715302,27,350,1447,71,3123
3083,34029715401,22,117,152,55,4711
3085,34029715402,9,26,177,60,4855
3087,34029715500,51,413,412,64,4493
3089,34029715600,45,1083,860,65,1536
3091,34029715700,113,615,505,89,2321
3093,34029715800,120,390,434,51,1938
3095,34029715900,77,271,316,48,4894
3098,34029716000,8,14,49,10,4516
3100,34029717001,67,121,161,44,2745
3102,34029717002,176,232,363,79,3554
3104,34029717101,148,216,416,71,5769
3106,34029717102,34,49,132,19,1749
3108,34029717200,155,255,284,70,5818
3110,34029717300,86,145,202,29,3874
3112,34029717400,36,80,204,66,4176
3114,34029717501,117,363,505,94,6616
3116,34029717502,39,108,207,95,3041
3118,34029718000,53,156,280,96,6690
3120,34029719000,23,90,40,15,278
3121,34029720000,37,44,92,29,5845
3123,34029720101,40,240,176,46,4753
3125,34029720102,13,34,31,17,3654
3127,34029720103,12,20,52,18,4001
3129,34029720201,41,130,144,48,6189
3130,34029720202,46,304,70,45,3733
3132,34029720203,62,126,138,32,3483
3134,34029720204,54,165,281,102,4141
3138,34029721000,59,183,201,49,2030
3140,34029722000,317,289,553,120,10316
3143,34029722100,221,31,142,28,5034
3145,34029722200,18,9,69,11,2499
3147,34029722300,118,30,93,27,3674
3149,34029722401,85,44,224,59,5131
3151,34029722402,54,16,107,25,4005
3153,34029722500,9,2,26,9,1739
3155,34029722600,59,18,120,31,2903
3157,34029722701,145,49,127,34,4357
3159,34029722702,60,32,167,42,4523
3161,34029722800,246,154,736,85,3517
3163,34029722900,164,206,288,66,3812
3165,34029723000,329,296,294,68,5012
3167,34029723100,100,154,181,39,3658
3169,34029723200,107,43,257,50,5529
3171,34029723300,106,62,320,76,5969
3173,34029723400,15,4,109,28,3206
3175,34029723500,20,26,135,27,2457
3177,34029723600,21,24,88,22,2205
3179,34029724000,25,731,337,84,2457
3181,34029725001,42,14,76,15,2549
3183,34029725002,54,39,219,64,5226
3185,34029725100,18,42,143,14,1860
3187,34029726000,11,2,24,25,1689
3189,34029727001,4,7,43,20,2591
3191,34029727002,4,1,34,8,1547
3193,34029728000,33,122,373,117,5600
3195,34029729000,20,20,49,24,1963
3197,34029730000,12,4,46,6,1882
3199,34029731001,33,38,99,30,3110
3201,34029731002,27,3,101,42,3225
3203,34029731101,19,12,93,17,2270
3205,34029731102,37,92,285,59,4417
3207,34029731103,16,61,103,22,3420
3209,34029731201,8,11,47,10,4485
3211,34029731202,10,26,63,22,4861
3213,34029731203,5,2,12,1,1991
3215,34029731204,8,19,42,11,3962
3217,34029731205,4,202,36,9,3025
3219,34029731206,8,14,36,11,2592
3221,34029732001,26,7,85,47,4779
3223,34029732002,38,23,161,52,7536
3225,34029732101,41,19,128,48,5864
3227,34029732102,30,40,171,37,6214
3230,34029733000,27,38,200,62,6123
3232,34029734001,13,10,79,42,3082
3234,34029734002,63,69,157,29,4722
3236,34029734003,76,241,354,87,6246
3238,34029735000,123,129,363,141,12634
3241,34029735100,94,28,179,64,8777
3245,34029736001,5,3,36,19,1721
3247,34029736002,3,1,16,11,1410
3249,34029736101,27,17,162,50,3964
3251,34029736102,52,57,222,68,5340
3253,34029736103,12,40,100,45,4005
3255,34029737000,19,14,109,33,3342
3257,34029738001,5,5,67,9,2341
3259,34029738002,7,1,60,6,1396
3261,34029738100,10,5,22,10,1786
3263,34029739000,17,6,108,16,2679
3269,34031116500,164,27,332,77,7010
3271,34031124200,478,60,739,137,5858
3273,34031124311,408,44,298,54,3979
3275,34031124312,327,21,154,72,3329
3277,34031124321,425,108,384,67,3563
3279,34031124322,337,23,290,63,3610
3281,34031124323,352,171,235,64,1828
3283,34031124401,390,49,632,124,5604
3285,34031124402,517,110,747,91,3502
3287,34031124500,486,270,1550,187,3450
3289,34031124601,217,108,969,299,2623
3291,34031124602,371,63,710,338,3227
3293,34031124700,157,237,1786,323,3571
3295,34031124800,182,121,1135,207,2644
3297,34031124900,236,302,1928,253,1868
3299,34031125000,87,164,2473,275,2957
3301,34031125100,58,151,1578,274,1593
3303,34031133700,371,524,1865,269,5223
3306,34031143200,79,32,255,22,5929
3308,34031143300,89,20,351,66,5128
3310,34031143400,171,78,748,166,5084
3312,34031154000,450,71,579,162,9593
3315,34031163500,79,97,308,91,7345
3317,34031175200,16,498,4157,79,369
3319,34031175300,52,433,6695,204,873
3322,34031175400,50,2007,7504,177,686
3325,34031175500,103,1777,4374,68,549
3327,34031175600,731,996,3556,205,3192
3330,34031175700,1563,1056,5184,417,5522
3334,34031175800,1091,1037,8222,211,457
3337,34031175900,11,238,2695,49,757
3339,34031180100,238,859,2649,247,2859
3341,34031180200,888,1615,5647,365,1826
3344,34031180300,223,1765,3984,145,785
3346,34031180400,7,1711,390,27,21
3347,34031180500,8,899,347,20,10
3348,34031180600,29,1868,1957,101,451
3350,34031180700,23,2011,1248,54,119
3352,34031180800,0,1503,1147,40,56
3354,34031180900,8,543,2817,93,321
3356,34031181000,17,684,3347,169,760
3358,34031181100,26,2307,3699,119,623
3360,34031181200,6,2653,1434,136,70
3362,34031181300,46,3364,1462,258,177
3364,34031181400,4,2336,675,98,31
3366,34031181500,1,2265,640,61,45
3368,34031181702,7,795,1961,43,39
3370,34031181800,157,1414,2477,94,444
3372,34031181900,137,269,1958,97,1960
3374,34031182000,25,92,1650,18,233
3376,34031182100,39,285,2431,274,447
3378,34031182200,35,745,2680,59,201
3380,34031182300,46,2208,5509,116,172
3383,34031182400,25,2770,2649,166,162
3385,34031182500,90,3722,1977,326,1269
3387,34031182600,34,3403,1591,216,360
3389,34031182700,55,655,5209,151,654
3391,34031182800,55,355,2400,59,519
3393,34031182900,175,333,1798,89,269
3395,34031183000,156,272,3856,1045,2437
3397,34031183100,100,1719,4033,336,2157
3400,34031183200,68,1462,1152,51,288
3402,34031196400,316,127,611,109,9477
3405,34031203600,180,703,2211,292,2393
3407,34031216700,147,183,527,283,11256
3410,34031223800,220,38,588,107,8517
3413,34031223900,3,71,42,1,305
3415,34031236600,368,147,554,200,8997
3418,34031246001,516,420,405,91,4863
3420,34031246002,95,28,84,28,3017
3422,34031246003,311,27,307,74,4759
3424,34031246101,452,99,307,77,5624
3426,34031246102,366,66,218,45,1984
3428,34031246103,413,34,275,86,5973
3430,34031246104,102,20,103,48,2575
3432,34031246201,241,39,187,39,5505
3434,34031246202,155,5,158,36,4944
3436,34031246203,178,15,169,37,3471
3438,34031246300,227,90,541,89,4051
3440,34031256801,45,57,263,131,4873
3442,34031256802,39,40,131,113,4125
3444,34031256803,51,51,168,81,4130
3446,34031256804,69,64,182,71,6694
3448,34031256805,58,102,149,71,4652
3450,34031264100,419,327,1105,322,8814
3454,34035050100,114,309,395,52,2149
3456,34035050200,418,341,648,94,1382
3458,34035050300,240,127,215,65,3022
3460,34035050400,137,771,854,111,979
3462,34035050500,173,19,356,51,2146
3464,34035050600,345,28,177,28,3015
3466,34035050700,2463,376,586,210,11175
3470,34035050801,294,29,44,28,3403
3472,34035050802,376,92,135,26,3396
3474,34035050901,326,30,138,48,4234
3476,34035050902,186,47,68,22,3335
3478,34035050903,355,56,107,49,4645
3480,34035051000,509,269,978,98,4807
3482,34035051100,81,94,1584,43,1641
3484,34035051200,174,107,1817,89,2362
3486,34035051300,27,21,140,14,1961
3488,34035051400,23,21,223,26,4234
3490,34035051500,71,10,196,38,2621
3492,34035051600,41,14,140,16,2669
3494,34035051700,138,395,2889,86,1444
3496,34035051800,121,500,1817,88,1773
3498,34035051900,183,601,408,65,2657
3500,34035052001,114,555,536,72,2347
3502,34035052002,497,529,1266,220,1802
3504,34035052100,452,93,231,60,4818
3506,34035052201,576,64,157,91,4588
3508,34035052202,944,105,298,106,7330
3511,34035052300,553,189,168,88,4615
3513,34035052400,96,31,137,45,4763
3515,34035052500,1,129,11,3,389
3516,34035052601,1088,63,197,95,6273
3518,34035052602,490,88,203,94,6455
3519,34035052603,253,30,98,25,3518
3521,34035052700,194,18,439,84,6610
3523,34035052800,30,76,92,14,2221
3525,34035052901,18,7,31,8,795
3527,34035052902,531,143,319,91,7218
3530,34035053000,184,345,1028,89,2846
3532,34035053102,654,936,244,103,1537
3534,34035053103,322,1628,234,114,2696
3536,34035053104,554,539,205,92,3934
3537,34035053105,1212,1012,376,119,4059
3539,34035053200,168,3683,1279,270,1705
3541,34035053300,148,1831,792,95,1009
3543,34035053401,2516,2513,635,266,6406
3544,34035053402,752,549,223,76,2907
3548,34035053501,61,114,85,30,1369
3550,34035053502,88,83,54,22,604
3551,34035053601,487,137,231,93,7496
3552,34035053602,403,136,161,62,5360
3556,34035053701,788,298,285,118,6752
3557,34035053703,40,34,48,24,3010
3559,34035053704,187,58,74,39,2885
3561,34035053705,476,450,683,133,4960
3565,34035053801,4,4,13,2,387
3567,34035053803,462,149,145,53,6331
3569,34035053804,445,264,353,130,3665
3571,34035053805,274,72,152,38,2759
3573,34035053901,3,9,26,16,608
3575,34035053902,1287,177,175,137,6492
3576,34035053903,723,170,207,90,8007
3579,34035054000,0,3,5,0,8
3584,34037371000,23,61,112,44,3172
3586,34037371100,17,34,96,46,3547
3588,34037371200,26,22,55,15,2027
3590,34037371300,26,21,105,43,3640
3592,34037371400,37,25,97,30,3212
3594,34037371500,38,64,316,83,8077
3597,34037371600,24,31,166,22,3094
3599,34037371700,46,37,205,56,5191
3601,34037371800,53,32,204,48,6310
3603,34037371900,8,6,24,18,1810
3605,34037372000,8,19,37,22,2868
3607,34037372100,25,27,57,15,1865
3609,34037372200,2,10,27,6,2087
3611,34037372300,22,11,80,26,3994
3613,34037372400,18,24,54,16,2188
3615,34037372500,50,25,103,30,2082
3617,34037372600,45,26,96,48,3666
3619,34037372700,71,21,131,63,2819
3621,34037372800,33,5,65,25,1668
3623,34037372900,43,25,163,46,3087
3625,34037373000,19,4,110,24,2481
3627,34037373100,63,13,124,52,3265
3629,34037373200,53,9,77,35,3398
3631,34037373300,53,11,59,21,2657
3633,34037373400,82,17,199,77,7815
3635,34037373500,69,80,87,30,3743
3637,34037373600,83,44,66,28,2461
3639,34037373700,85,167,124,64,3533
3641,34037373800,76,105,189,43,3858
3643,34037373900,18,7,89,36,4117
3645,34037374000,24,15,62,19,2740
3647,34037374100,31,26,103,29,3031
3649,34037374200,51,33,88,33,2239
3651,34037374300,33,18,93,36,3505
3653,34037374400,32,28,62,25,1978
3655,34037374500,29,27,99,20,1956
3657,34037374600,54,45,145,85,3255
3659,34037374700,59,86,204,54,4256
3661,34037374800,116,93,325,71,4137
3663,34037374900,78,90,324,69,3795
3665,34039030100,90,106,47,0,91
3666,34039030200,7,855,1970,34,209
3668,34039030300,22,368,1952,158,914
3669,34039030400,4,1624,2521,42,503
3671,34039030500,13,405,3003,117,1021
3673,34039030600,54,846,1454,44,1229
3675,34039030700,344,697,4857,233,2818
3678,34039030801,17,353,523,26,123
3679,34039030802,43,224,1585,44,717
3681,34039030900,35,110,3271,118,1784
3683,34039031000,28,428,2928,70,393
3685,34039031100,41,461,3515,55,1211
3687,34039031200,28,2905,2147,112,444
3689,34039031300,32,1907,2634,280,1388
3691,34039031400,44,2378,1873,488,393
3693,34039031500,60,475,2859,168,2078
3695,34039031600,325,1562,4729,342,2710
3698,34039031700,208,2503,1882,286,1063
3700,34039031800,307,1180,4478,272,2132
3703,34039031901,9,1121,497,15,258
3704,34039031902,363,1052,4420,242,2648
3707,34039032001,266,431,3124,151,2140
3709,34039032002,191,223,1476,90,1622
3711,34039032100,214,115,1882,142,4449
3713,34039032200,29,5329,308,157,333
3715,34039032300,47,1555,200,116,373
3717,34039032400,342,2098,1331,417,3321
3719,34039032500,326,979,1314,208,2964
3721,34039032600,506,2214,402,160,1802
3723,34039032700,739,1525,704,153,3918
3725,34039032800,103,3727,329,162,767
3727,34039032901,389,592,284,98,2865
3729,34039032902,361,100,396,69,3786
3731,34039033000,227,277,405,51,3029
3733,34039033100,638,619,498,121,3494
3735,34039033200,279,597,472,87,2668
3737,34039033300,254,125,388,63,3049
3739,34039033400,143,57,325,44,2946
3741,34039033500,552,730,658,121,5337
3743,34039033600,220,183,663,70,6539
3745,34039033700,233,87,789,44,3514
3747,34039033800,822,132,775,106,3815
3749,34039033900,144,79,606,67,2068
3751,34039034000,161,2254,1567,237,1655
3753,34039034100,118,1663,627,124,1047
3755,34039034200,92,2019,587,158,985
3757,34039034300,164,1457,420,102,1599
3759,34039034400,38,3276,440,96,388
3761,34039034500,79,1534,882,96,1839
3763,34039034600,38,3395,228,246,258
3765,34039034700,85,660,594,113,2256
3767,34039034800,85,120,256,52,3813
3769,34039034900,231,421,627,124,4897
3771,34039035000,45,87,368,40,1999
3773,34039035100,163,1048,594,170,1776
3775,34039035200,39,254,914,98,1067
3777,34039035300,101,1004,811,183,3167
3779,34039035400,48,259,400,75,1755
3781,34039035500,223,1104,994,200,4200
3783,34039035600,166,125,215,43,2979
3785,34039035700,275,519,787,111,3711
3787,34039035800,61,1687,312,103,960
3789,34039035900,102,912,723,122,1235
3791,34039036000,98,2711,644,164,1014
3793,34039036100,2,2,37,23,1450
3795,34039036200,179,1,218,43,5888
3797,34039036301,155,14,175,24,4228
3799,34039036302,68,20,142,24,3418
3801,34039036400,222,48,130,68,6641
3803,34039036500,291,145,123,84,4787
3805,34039036600,98,681,210,90,2826
3807,34039036700,220,165,215,109,5049
3809,34039036800,375,98,158,67,6744
3811,34039036900,55,15,207,25,3851
3813,34039037000,110,111,225,42,5489
3815,34039037100,94,6,133,23,3996
3817,34039037200,76,101,151,30,3078
3819,34039037300,125,193,181,41,3907
3821,34039037400,79,168,189,36,3994
3823,34039037500,204,72,328,71,4005
3825,34039037601,191,54,104,28,3833
3827,34039037602,280,410,165,31,4653
3829,34039037700,230,139,299,55,3893
3831,34039037800,226,240,548,50,4542
3833,34039037900,166,49,190,73,5247
3835,34039038000,313,449,1113,65,3244
3837,34039038101,323,37,127,38,3457
3839,34039038102,580,67,290,86,6902
3841,34039038201,589,119,194,53,5294
3843,34039038202,466,24,300,51,6317
3845,34039038300,180,61,199,51,6111
3847,34039038400,315,1303,342,153,3503
3849,34039038500,189,591,218,66,4435
3851,34039038601,741,513,210,81,6100
3853,34039038602,393,125,125,32,3297
3855,34039038700,315,364,268,95,6132
3857,34039038800,61,3355,813,115,354
3859,34039038900,37,3049,1535,127,468
3861,34039039000,45,1947,1399,86,169
3863,34039039100,32,1749,158,84,1379
3865,34039039200,48,2925,1337,109,711
3867,34039039300,19,2206,3179,116,297
3869,34039039400,75,3104,1225,157,296
3871,34039039500,8,4155,1087,87,113
3873,34039039600,57,2669,808,113,535
3875,34039039700,46,3539,492,168,1186
3879,34041030600,42,109,134,54,3717
3881,34041030700,32,190,294,79,4393
3883,34041030800,31,84,102,40,2911
3885,34041030900,21,119,286,54,2474
3887,34041031101,32,15,114,36,5558
3889,34041031102,14,15,89,29,3392
3891,34041031200,43,29,157,71,7333
3893,34041031301,94,65,211,67,5166
3895,34041031302,72,36,104,33,3632
3897,34041031401,79,41,242,65,3535
3899,34041031402,222,180,591,169,5279
3901,34041031500,81,281,291,126,5874
3903,34041031601,25,51,90,56,4023
3905,34041031602,12,27,80,12,2176
3907,34041031700,14,14,64,24,2655
3909,34041031800,11,19,35,21,2643
3911,34041031900,59,103,135,41,5910
3913,34041032000,96,250,280,89,5997
3915,34041032101,24,22,55,26,2641
3917,34041032102,97,106,166,40,3956
3919,34041032200,94,62,115,30,5464
3921,34041032300,10,15,69,20,3302
3923,34041032400,30,5,47,26,2374
3925,36005000100,33,7741,3443,472,1091
3927,36005000200,18,771,2464,83,209
3929,36005000400,71,717,2255,97,174
3931,36005000500,0,0,0,0,0
3932,36005001100,12,176,307,18,46
3933,36005001500,0,2,17,0,0
3934,36005001600,34,1568,3250,135,250
3936,36005001700,2,276,663,20,45
3938,36005002000,46,3773,4940,179,130
3940,36005002300,8,1517,2712,51,50
3942,36005002400,0,0,0,0,0
3944,36005002500,31,963,4038,37,40
3946,36005002701,2,1016,1967,34,14
3948,36005002702,1,1089,3547,45,54
3950,36005002800,8,4331,1155,154,70
3952,36005003100,2,294,1134,24,24
3954,36005003300,5,633,2383,49,46
3956,36005003500,6,843,2553,47,24
3958,36005003600,21,3504,3689,180,135
3959,36005003700,0,163,297,15,3
3961,36005003800,11,422,753,34,43
3963,36005003900,19,1100,4745,70,88
3965,36005004001,136,240,723,105,216
3967,36005004002,0,1,0,0,0
3968,36005004100,10,1293,3815,70,52
3971,36005004300,29,966,3713,52,29
3973,36005004400,27,1895,2603,85,61
3975,36005004600,15,575,749,36,53
3977,36005004700,21,2039,3238,52,37
3978,36005004800,86,557,2863,100,72
3980,36005004900,1,64,176,4,1
3981,36005005000,106,2538,7635,305,156
3985,36005005200,45,616,1405,92,28
3988,36005005301,0,15,17,0,2
3989,36005005302,5,2547,1488,90,31
3990,36005005400,225,1487,3435,327,76
3992,36005005600,56,683,1733,178,60
3994,36005005700,11,362,430,21,34
3995,36005005800,0,1,4,0,0
3996,36005005901,244,1419,3061,135,113
3997,36005005902,19,983,1543,45,92
3999,36005006000,5,139,880,25,32
4001,36005006100,11,3224,628,92,84
4003,36005006200,42,2740,3356,170,91
4006,36005006400,87,1430,2133,236,81
4008,36005006500,88,1290,3010,114,153
4010,36005006600,95,935,2797,180,106
4011,36005006700,55,1898,4370,88,80
4013,36005006800,127,941,1913,194,34
4015,36005006900,7,1394,2758,77,87
4017,36005007000,296,844,2532,356,132
4019,36005007100,8,541,1271,25,40
4021,36005007200,867,705,2842,286,373
4023,36005007300,22,679,2444,71,32
4025,36005007400,68,1479,1769,99,88
4027,36005007500,23,1404,3125,100,36
4030,36005007700,24,310,941,12,20
4032,36005007800,370,966,3938,377,520
4034,36005007900,18,1346,5021,117,96
4036,36005008100,0,0,0,0,0
4037,36005008300,21,1045,5019,58,61
4039,36005008400,23,731,1251,54,20
4041,36005008500,15,1252,3991,65,105
4043,36005008600,7,1586,2649,73,66
4045,36005008700,13,868,4213,43,66
4047,36005008800,40,1186,2119,81,97
4048,36005008900,8,354,2478,15,31
4051,36005009100,0,3,75,0,3
4052,36005009200,515,550,2926,392,494
4055,36005009400,103,283,833,115,266
4057,36005009700,6,35,79,7,6
4058,36005009800,202,1571,3329,157,279
4060,36005009900,7,1308,3871,49,82
4061,36005010200,2,11,16,0,14
4062,36005010500,1,185,247,3,3
4063,36005011000,8,74,175,4,136
4065,36005011501,10,372,856,9,9
4066,36005011502,7,1090,2952,38,52
4069,36005011800,75,55,598,167,4144
4071,36005011900,29,1213,3414,85,52
4073,36005012101,12,715,2071,33,47
4075,36005012102,0,243,1319,44,13
4077,36005012300,13,650,2174,36,46
4079,36005012500,48,817,1297,78,31
4081,36005012701,39,513,1692,23,42
4083,36005012702,6,150,1414,13,5
4084,36005012901,19,756,1888,33,32
4086,36005012902,0,67,499,9,7
4087,36005013000,9,4,374,73,719
4089,36005013100,1,1146,2272,75,25
4091,36005013200,186,208,1925,101,3235
4093,36005013300,14,2787,3136,73,37
4095,36005013500,14,1648,1397,49,18
4097,36005013700,4,2177,1885,64,49
4098,36005013800,73,29,563,28,1247
4100,36005013900,0,281,254,29,7
4101,36005014100,6,773,1351,35,44
4103,36005014300,1,389,414,2,11
