,stco,geoid,name,POP100,HU100,P0010001,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,H0010001,H0010002,H0010003
755,36103,3640530,"Lake Grove village, New York",11072,4078,11072,11072,1252,9820,9532,8299,277,9,920,0,27,288,4078,3910,168
756,36103,3640838,"Lake Ronkonkoma CDP, New York",18619,7223,18619,18619,2588,16031,15494,13560,687,21,1086,3,137,537,7223,6645,578
757,36103,3641465,"Laurel CDP, New York",1495,800,1495,1495,249,1246,1217,1182,6,4,15,0,10,29,800,550,250
758,36103,3642554,"Lindenhurst village, New York",27148,9712,27148,27148,4458,22690,22053,20548,629,23,729,0,124,637,9712,9260,452
759,36103,3643005,"Lloyd Harbor village, New York",3571,1246,3571,3571,206,3365,3262,3100,9,0,136,0,17,103,1246,1150,96
760,36103,3645139,"Manorville CDP, New York",14317,5364,14317,14317,1428,12889,12456,11814,326,12,253,0,51,433,5364,5159,205
761,36103,3646074,"Mastic CDP, New York",15404,4792,15404,15404,4605,10799,10198,8191,1440,43,390,10,124,601,4792,4557,235
762,36103,3646085,"Mastic Beach CDP, New York",14199,5198,14199,14199,3160,11039,10334,8194,1771,64,208,4,93,705,5198,4677,521
763,36103,3646140,"Mattituck CDP, New York",4322,2527,4322,4322,516,3806,3706,3586,65,3,39,1,12,100,2527,1805,722
764,36103,3646404,"Medford CDP, New York",24247,8416,24247,24247,5973,18274,17554,15080,1545,31,758,8,132,720,8416,8095,321
765,36103,3646514,"Melville CDP, New York",19284,7777,19284,19284,1288,17996,17538,14654,794,12,1997,3,78,458,7777,7368,409
766,36103,3646976,"Middle Island CDP, New York",10546,4588,10546,10546,1290,9256,8919,7226,1308,33,282,7,63,337,4588,4375,213
767,36103,3647306,"Miller Place CDP, New York",11723,4157,11723,11723,882,10841,10566,9991,178,10,348,7,32,275,4157,4001,156
768,36103,3648054,"Montauk CDP, New York",4318,4487,4318,4318,804,3514,3384,3195,86,5,62,2,34,130,4487,1804,2683
769,36103,3648450,"Moriches CDP, New York",3026,1460,3026,3026,390,2636,2505,2101,321,7,54,0,22,131,1460,1361,99
770,36103,3649066,"Mount Sinai CDP, New York",11623,4339,11623,11623,984,10639,10372,9556,157,18,599,0,42,267,4339,4131,208
771,36103,3649424,"Napeague CDP, New York",368,480,368,368,29,339,329,307,7,0,11,0,4,10,480,179,301
772,36103,3649825,"Nesconset CDP, New York",13207,4707,13207,13207,1186,12021,11709,10575,208,8,838,0,80,312,4707,4560,147
773,36103,3650727,"New Suffolk CDP, New York",403,316,403,403,38,365,360,354,1,0,2,2,1,5,316,187,129
774,36103,3651286,"Nissequogue village, New York",1564,625,1564,1564,78,1486,1451,1392,6,5,40,2,6,35,625,578,47
775,36103,3651396,"North Amityville CDP, New York",18643,5628,18643,18643,6899,11744,11148,1678,8834,123,280,10,223,596,5628,5304,324
776,36103,3651418,"Northampton CDP, New York",763,246,763,763,324,439,424,262,141,9,10,0,2,15,246,227,19
777,36103,3651440,"North Babylon CDP, New York",17927,6430,17927,17927,3381,14546,14058,11154,1732,21,1007,1,143,488,6430,6229,201
778,36103,3651495,"North Bay Shore CDP, New York",19619,4742,19619,19619,13376,6243,5898,2032,2663,39,940,10,214,345,4742,4579,163
779,36103,3651528,"North Bellport CDP, New York",11900,3670,11900,11900,4451,7449,6934,3883,2532,108,322,1,88,515,3670,3484,186
780,36103,3652078,"North Great River CDP, New York",4266,1535,4266,4266,728,3538,3451,3197,137,7,94,0,16,87,1535,1505,30
781,36103,3652188,"North Haven village, New York",1162,732,1162,1162,47,1115,1095,1062,8,2,18,0,5,20,732,464,268
782,36103,3653198,"North Lindenhurst CDP, New York",12000,4016,12000,12000,3390,8610,8309,7040,719,14,445,0,91,301,4016,3861,155
783,36103,3653319,"North Patchogue CDP, New York",6751,2421,6751,6751,1792,4959,4808,4447,179,7,131,2,42,151,2421,2314,107
784,36103,3653396,"Northport village, New York",7347,3128,7347,7347,401,6946,6787,6563,53,4,146,0,21,159,3128,2983,145
785,36103,3653561,"North Sea CDP, New York",5461,3587,5461,5461,1080,4381,4210,3946,60,26,125,3,50,171,3587,2158,1429
786,36103,3653775,"Northville CDP, New York",1566,813,1566,1566,224,1342,1309,1270,19,0,18,0,2,33,813,620,193
787,36103,3653852,"Northwest Harbor CDP, New York",4637,3512,4637,4637,863,3774,3641,3378,83,26,110,7,37,133,3512,1912,1600
788,36103,3654056,"Noyack CDP, New York",4325,2832,4325,4325,578,3747,3636,3481,60,5,76,0,14,111,2832,1797,1035
789,36103,3654144,"Oakdale CDP, New York",7430,3240,7430,7430,517,6913,6760,6550,86,6,103,2,13,153,3240,3109,131
790,36103,3654430,"Ocean Beach village, New York",153,591,153,153,10,143,138,133,2,1,0,0,2,5,591,76,515
791,36103,3654617,"Old Field village, New York",893,365,893,893,42,851,827,738,2,0,74,1,12,24,365,334,31
792,36103,3655321,"Orient CDP, New York",999,800,999,999,41,958,939,920,2,4,10,0,3,19,800,470,330
793,36103,3656660,"Patchogue village, New York",12408,5776,12408,12408,3520,8888,8576,7604,662,19,242,1,48,312,5776,5456,320
794,36103,3656968,"Peconic CDP, New York",692,495,692,692,83,609,593,568,13,0,6,0,6,16,495,300,195
795,36103,3659157,"Poquott village, New York",903,374,903,903,43,860,843,743,8,0,91,0,1,17,374,364,10
796,36103,3659355,"Port Jefferson village, New York",7962,3471,7962,7962,712,7250,6957,6258,109,2,537,2,49,293,3471,3291,180
797,36103,3659377,"Port Jefferson Station CDP, New York",7950,2985,7950,7950,1570,6380,6132,5277,302,4,512,0,37,248,2985,2859,126
798,36103,3660408,"Quiogue CDP, New York",1013,625,1013,1013,279,734,702,629,40,7,20,0,6,32,625,364,261
799,36103,3660422,"Quogue village, New York",1662,1613,1662,1662,134,1528,1490,1368,41,16,58,0,7,38,1613,688,925
800,36103,3661142,"Remsenburg-Speonk CDP, New York",3110,1644,3110,3110,351,2759,2679,2599,36,0,35,0,9,80,1644,1200,444
801,36103,3661665,"Ridge CDP, New York",13271,6336,13271,13271,1145,12126,11775,10661,723,12,333,2,44,351,6336,5877,459
802,36103,3661973,"Riverhead CDP, New York",14993,5763,14993,14993,5674,9319,8933,6853,1716,37,225,3,99,386,5763,5365,398
803,36103,3662066,"Riverside CDP, New York",2882,910,2882,2882,1176,1706,1655,1054,539,16,26,3,17,51,910,838,72
804,36103,3663319,"Rocky Point CDP, New York",13633,5285,13633,13633,1651,11982,11532,11073,171,13,239,3,33,450,5285,4826,459
805,36103,3663473,"Ronkonkoma CDP, New York",18955,6701,18955,18955,2814,16141,15595,13641,548,15,1166,8,217,546,6701,6496,205
806,36103,3664452,"Sagaponack village, New York",770,718,770,770,60,710,680,624,9,8,28,0,11,30,718,305,413
807,36103,3664485,"Sag Harbor village, New York",2772,2013,2772,2772,301,2471,2370,2100,206,12,35,0,17,101,2013,1202,811
808,36103,3664584,"St. James CDP, New York",13487,4921,13487,13487,1037,12450,12164,11500,117,7,513,0,27,286,4921,4729,192
809,36103,3664881,"Saltaire village, New York",113,432,113,113,3,110,107,105,0,0,2,0,0,3,432,31,401
810,36103,3665409,"Sayville CDP, New York",16569,6228,16569,16569,1148,15421,15029,14489,186,10,283,4,57,392,6228,5935,293
811,36103,3666212,"Selden CDP, New York",21262,7167,21262,21262,4129,17133,16550,14013,885,28,1495,3,126,583,7167,6838,329
812,36103,3666481,"Setauket-East Setauket CDP, New York",14984,5569,14984,14984,1056,13928,13453,11632,177,12,1562,3,67,475,5569,5304,265
813,36103,3666828,"Shelter Island CDP, New York",1602,1145,1602,1602,181,1421,1362,1329,13,0,18,0,2,59,1145,703,442
814,36103,3666850,"Shelter Island Heights CDP, New York",1601,1552,1601,1601,92,1509,1458,1424,8,0,24,0,2,51,1552,761,791
815,36103,3667048,"Shinnecock Hills CDP, New York",2282,1537,2282,2282,702,1580,1516,1404,45,7,51,0,9,64,1537,845,692
816,36103,3667070,"Shirley CDP, New York",26360,8782,26360,26360,6200,20160,19167,16268,1907,70,724,2,196,993,8782,8262,520
817,36103,3667191,"Shoreham village, New York",561,232,561,561,45,516,492,467,11,0,13,0,1,24,232,188,44
818,36103,3667851,"Smithtown CDP, New York",25629,8800,25629,25629,2484,23145,22455,20966,351,7,1007,0,124,690,8800,8495,305
819,36103,3668374,"Sound Beach CDP, New York",7416,2943,7416,7416,758,6658,6412,6111,125,13,136,5,22,246,2943,2728,215
820,36103,3668462,"Southampton village, New York",4550,3438,4550,4550,792,3758,3636,3218,236,19,129,0,34,122,3438,1701,1737
821,36103,3669254,"South Huntington CDP, New York",9561,3418,9561,9561,1428,8133,7886,6864,210,5,773,0,34,247,3418,3290,128
822,36103,3669452,"Southold CDP, New York",6040,4222,6040,6040,779,5261,5109,4941,66,3,78,0,21,152,4222,2617,1605
823,36103,3670387,"Springs CDP, New York",8086,4482,8086,8086,2728,5358,5159,4883,112,7,128,1,28,199,4482,2973,1509
824,36103,3671608,"Stony Brook CDP, New York",13467,5033,13467,13467,826,12641,12262,10310,217,2,1667,2,64,379,5033,4831,202
825,36103,3671620,"Stony Brook University CDP, New York",10409,115,10409,10409,1748,8661,8121,2658,3516,3,1829,0,115,540,115,72,43
826,36103,3673352,"Terryville CDP, New York",11472,4006,11472,11472,2411,9061,8798,7890,392,15,430,1,70,263,4006,3853,153
827,36103,3675572,"Tuckahoe CDP, New York",1505,995,1505,1505,342,1163,1126,987,83,8,35,0,13,37,995,628,367
828,36103,3677519,"Village of the Branch village, New York",1735,573,1735,1735,92,1643,1600,1521,23,0,49,0,7,43,573,563,10
829,36103,3677772,"Wading River CDP, New York",7731,3223,7731,7731,690,7041,6809,6512,160,0,102,0,35,232,3223,2789,434
830,36103,3677805,"Wainscott CDP, New York",904,916,904,904,142,762,738,688,17,1,23,0,9,24,916,386,530
831,36103,3678575,"Water Mill CDP, New York",2506,2125,2506,2506,189,2317,2218,2079,28,4,93,1,13,99,2125,958,1167
832,36103,3679246,"West Babylon CDP, New York",43213,15139,43213,43213,8202,35011,33804,26727,5291,79,1455,4,248,1207,15139,14523,616
833,36103,3679301,"West Bay Shore CDP, New York",4625,1809,4625,4625,495,4130,3970,3680,133,2,137,0,18,160,1809,1742,67
834,36103,3680170,"Westhampton CDP, New York",3621,2206,3621,3621,654,2967,2890,2737,80,4,45,0,24,77,2206,1291,915
835,36103,3680181,"Westhampton Beach village, New York",2150,2455,2150,2150,319,1831,1787,1694,33,1,49,0,10,44,2455,858,1597
836,36103,3680186,"West Hampton Dunes village, New York",126,271,126,126,5,121,121,119,0,0,2,0,0,0,271,28,243
837,36103,3680258,"West Hills CDP, New York",5385,2024,5385,5385,530,4855,4738,4231,108,3,377,0,19,117,2024,1968,56
838,36103,3680302,"West Islip CDP, New York",27048,9021,27048,27048,2659,24389,23832,23078,166,6,528,2,52,557,9021,8763,258
839,36103,3680885,"West Sayville CDP, New York",4872,2109,4872,4872,342,4530,4412,4282,45,2,72,0,11,118,2109,1765,344
840,36103,3681419,"Wheatley Heights CDP, New York",5140,1493,5140,5140,878,4262,4012,919,2619,5,395,0,74,250,1493,1442,51
841,36103,3683294,"Wyandanch CDP, New York",12990,3548,12990,12990,5487,7503,7153,451,6352,42,163,0,145,350,3548,3290,258
842,36103,3683426,"Yaphank CDP, New York",5974,2480,5974,5974,793,5181,4960,4475,278,8,145,0,54,221,2480,2280,200
843,36105,3610506310,"Bethel town, Sullivan County, New York",3959,3703,3959,3959,503,3456,3312,3152,94,4,32,3,27,144,3703,1766,1937
844,36105,3610511759,"Callicoon town, Sullivan County, New York",2989,1852,2989,2989,232,2757,2642,2534,31,6,63,0,8,115,1852,1280,572
845,36105,3610516661,"Cochecton town, Sullivan County, New York",1448,1042,1448,1448,80,1368,1310,1272,22,0,9,0,7,58,1042,653,389
846,36105,3610520104,"Delaware town, Sullivan County, New York",2203,1458,2203,2203,171,2032,1956,1779,140,1,22,0,14,76,1458,927,531
847,36105,3610525241,"Fallsburg town, Sullivan County, New York",14192,8830,14192,14192,3845,10347,9887,7586,1811,25,306,2,157,460,8830,4148,4682
848,36105,3610526528,"Forestburgh town, Sullivan County, New York",808,552,808,808,38,770,740,695,18,0,23,1,3,30,552,347,205
849,36105,3610527573,"Fremont town, Sullivan County, New York",1161,1197,1161,1161,72,1089,1057,1014,20,10,10,0,3,32,1197,537,660
850,36105,3610534473,"Highland town, Sullivan County, New York",2196,1722,2196,2196,144,2052,1974,1918,27,4,17,0,8,78,1722,1004,718
851,36105,3610542235,"Liberty town, Sullivan County, New York",10159,5450,10159,10159,2789,7370,6853,5912,685,32,173,0,51,517,5450,3916,1534
852,36105,3610543786,"Lumberland town, Sullivan County, New York",2243,1547,2243,2243,201,2042,1924,1844,32,10,31,0,7,118,1547,911,636
853,36105,3610544809,"Mamakating town, Sullivan County, New York",12655,6157,12655,12655,1573,11082,10374,9633,428,33,189,1,90,708,6157,4731,1426
854,36105,3610549847,"Neversink town, Sullivan County, New York",3366,2020,3366,3366,222,3144,3027,2927,43,5,41,0,11,117,2020,1411,609
855,36105,3610563176,"Rockland town, Sullivan County, New York",3290,2432,3290,3290,322,2968,2809,2683,49,5,54,0,18,159,2432,1420,1012
856,36105,3610573627,"Thompson town, Sullivan County, New York",16550,10023,16550,16550,3719,12831,11987,8545,2638,36,572,3,193,844,10023,6478,3545
857,36105,3610575759,"Tusten town, Sullivan County, New York",1405,1140,1405,1405,96,1309,1263,1197,31,3,27,0,5,46,1140,654,486
858,36111,3611120247,"Denning town, Ulster County, New York",493,501,493,493,30,463,423,400,12,6,3,0,2,40,501,219,282
859,36111,3611124691,"Esopus town, Ulster County, New York",9548,4089,9548,9548,603,8945,8472,7914,401,3,111,0,43,473,4089,3668,421
860,36111,3611128255,"Gardiner town, Ulster County, New York",5610,2672,5610,5610,452,5158,4875,4657,83,3,96,0,36,283,2672,2302,370
861,36111,3611132116,"Hardenburgh town, Ulster County, New York",221,301,221,221,14,207,206,192,1,0,13,0,0,1,301,101,200
862,36111,3611137143,"Hurley town, Ulster County, New York",6178,3079,6178,6178,356,5822,5565,5287,107,37,114,1,19,257,3079,2718,361
863,36111,3611139727,"Kingston city, Ulster County, New York",24069,11571,24069,24069,4107,19962,18402,14623,2956,34,630,3,156,1560,11571,10407,1164
864,36111,3611139738,"Kingston town, Ulster County, New York",933,477,933,933,64,869,824,796,10,2,9,0,7,45,477,422,55
865,36111,3611142994,"Lloyd town, Ulster County, New York",11133,4785,11133,11133,1157,9976,9523,8429,681,14,324,11,64,453,4785,4438,347
866,36111,3611145458,"Marbletown town, Ulster County, New York",5658,3080,5658,5658,310,5348,5093,4871,66,9,112,0,35,255,3080,2503,577
867,36111,3611145722,"Marlborough town, Ulster County, New York",8712,3794,8712,8712,1022,7690,7392,6764,494,4,99,0,31,298,3794,3426,368
868,36111,3611150562,"New Paltz town, Ulster County, New York",14407,5358,14407,14407,1835,12572,12030,10246,751,20,775,9,229,542,5358,4906,452
869,36111,3611154749,"Olive town, Ulster County, New York",4226,2564,4226,4226,248,3978,3786,3640,47,6,59,1,33,192,2564,1923,641
870,36111,3611158552,"Plattekill town, Ulster County, New York",10424,4412,10424,10424,2055,8369,7879,7167,521,16,87,5,83,490,4412,4032,380
871,36111,3611163011,"Rochester town, Ulster County, New York",7272,4062,7272,7272,495,6777,6415,6118,130,10,107,2,48,362,4062,3046,1016
872,36111,3611163737,"Rosendale town, Ulster County, New York",5782,2931,5782,5782,361,5421,5146,4913,111,0,72,4,46,275,2931,2570,361
873,36111,3611165299,"Saugerties town, Ulster County, New York",19038,9370,19038,19038,1468,17570,16672,15912,386,19,280,2,73,898,9370,8300,1070
874,36111,3611166597,"Shandaken town, Ulster County, New York",2866,2482,2866,2866,230,2636,2492,2356,36,5,51,1,43,144,2482,1419,1063
875,36111,3611166674,"Shawangunk town, Ulster County, New York",13563,4418,13563,13563,1863,11700,11272,9937,1082,23,165,2,63,428,4418,4053,365
876,36111,3611175935,"Ulster town, Ulster County, New York",12660,5714,12660,12660,1176,11484,10862,9847,592,26,320,2,75,622,5714,5229,485
877,36111,3611178828,"Wawarsing town, Ulster County, New York",12771,5943,12771,12771,2925,9846,9207,7301,1569,53,193,2,89,639,5943,4504,1439
878,36111,3611183052,"Woodstock town, Ulster County, New York",6287,4250,6287,6287,348,5939,5658,5325,116,16,158,0,43,281,4250,3135,1115
879,36119,3611905320,"Bedford town, Westchester County, New York",17309,6314,17309,17309,2910,14399,13866,12424,726,19,589,0,108,533,6314,5758,556
880,36119,3611918410,"Cortlandt town, Westchester County, New York",42545,16229,42545,42545,8547,33998,32436,27941,2494,45,1679,4,273,1562,16229,15288,941
881,36119,3611921820,"Eastchester town, Westchester County, New York",34641,14410,34641,34641,3117,31524,30302,25852,1036,6,3200,2,206,1222,14410,13595,815
882,36119,3611930367,"Greenburgh town, Westchester County, New York",95397,37565,95397,95397,16821,78576,74906,52300,10141,83,11602,9,771,3670,37565,35776,1789
883,36119,3611932413,"Harrison town, Westchester County, New York",28218,9274,28218,28218,4402,23816,22952,18780,745,10,3231,4,182,864,9274,8747,527
884,36119,3611942136,"Lewisboro town, Westchester County, New York",12265,4867,12265,12265,969,11296,10812,10107,191,8,435,0,71,484,4867,4495,372
885,36119,3611944842,"Mamaroneck town, Westchester County, New York",31758,11969,31758,31758,5671,26087,24838,22090,921,12,1544,5,266,1249,11969,11423,546
886,36119,3611948895,"Mount Kisco town, Westchester County, New York",10959,4465,10959,10959,4569,6390,6116,5076,439,20,513,1,67,274,4465,4271,194
887,36119,3611949011,"Mount Pleasant town, Westchester County, New York",44436,15221,44436,44436,9259,35177,33961,29930,1260,30,2501,2,238,1216,15221,14595,626
888,36119,3611949121,"Mount Vernon city, Westchester County, New York",73893,30350,73893,73893,14003,59890,56750,9077,44655,140,1398,21,1459,3140,30350,28286,2064
889,36119,3611950078,"New Castle town, Westchester County, New York",18311,6160,18311,18311,1243,17068,16367,13824,267,3,2144,3,126,701,6160,5918,242
890,36119,3611950617,"New Rochelle city, Westchester County, New York",79726,30531,79726,79726,26257,53469,51194,32009,14324,95,3859,20,887,2275,30531,28702,1829
891,36119,3611951693,"North Castle town, Westchester County, New York",12408,4310,12408,12408,1448,10960,10560,9511,196,0,793,1,59,400,4310,4098,212
892,36119,3611953517,"North Salem town, Westchester County, New York",5243,2126,5243,5243,594,4649,4503,4270,83,4,120,0,26,146,2126,1887,239
893,36119,3611955541,"Ossining town, Westchester County, New York",40061,14975,40061,40061,14493,25568,24507,17932,4096,53,2195,5,226,1061,14975,14077,898
894,36119,3611956979,"Peekskill city, Westchester County, New York",25431,10464,25431,25431,11160,14271,13410,7720,4693,32,725,5,235,861,10464,9813,651
895,36119,3611957012,"Pelham town, Westchester County, New York",13078,4490,13078,13078,1656,11422,10779,9030,717,11,844,10,167,643,4490,4323,167
896,36119,3611959685,"Pound Ridge town, Westchester County, New York",5082,2076,5082,5082,344,4738,4516,4264,65,3,165,0,19,222,2076,1860,216
897,36119,3611964309,"Rye city, Westchester County, New York",16592,6038,16592,16592,1388,15204,14499,13052,189,12,1185,4,57,705,6038,5654,384
898,36119,3611964320,"Rye town, Westchester County, New York",49613,17678,49613,49613,23918,25695,24428,20216,1757,27,1961,0,467,1267,17678,16909,769
899,36119,3611965442,"Scarsdale town, Westchester County, New York",18253,5747,18253,18253,922,17331,16419,12249,220,7,3816,0,127,912,5747,5510,237
900,36119,3611968308,"Somers town, Westchester County, New York",21541,9010,21541,21541,1907,19634,19037,17912,278,4,776,4,63,597,9010,8457,553
901,36119,3611981677,"White Plains city, Westchester County, New York",59559,25494,59559,59559,19426,40133,38324,26242,6746,33,4747,13,543,1809,25494,24162,1332
902,36119,3611984000,"Yonkers city, Westchester County, New York",211569,85528,211569,211569,89065,122504,117591,68970,33509,330,12915,34,1833,4913,85528,80548,4980
903,36119,3611984077,"Yorktown town, Westchester County, New York",36569,13672,36569,36569,5245,31324,30346,26906,1262,30,1970,3,175,978,13672,13144,528
