,stco,geoid,name,POP100,HU100,P0010001,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,H0010001,H0010002,H0010003
351,34029,3402937770,"Lakehurst borough, Ocean County, New Jersey",2636,979,2636,2636,505,2131,2005,1680,236,2,76,0,11,126,979,908,71
352,34029,3402938550,"Lakewood township, Ocean County, New Jersey",135158,34726,135158,135158,15768,119390,117531,111388,3290,91,699,7,2056,1859,34726,31850,2876
353,34029,3402939390,"Lavallette borough, Ocean County, New Jersey",1787,3078,1787,1787,60,1727,1676,1657,8,2,7,0,2,51,3078,924,2154
354,34029,3402940560,"Little Egg Harbor township, Ocean County, New Jersey",20784,10812,20784,20784,1541,19243,18541,17859,367,24,225,11,55,702,10812,8715,2097
355,34029,3402941250,"Long Beach township, Ocean County, New Jersey",3153,8832,3153,3153,102,3051,2994,2953,2,0,29,0,10,57,8832,1593,7239
356,34029,3402943140,"Manchester township, Ocean County, New Jersey",45115,26764,45115,45115,3503,41612,40483,37442,1845,50,1017,6,123,1129,26764,24287,2477
357,34029,3402943380,"Mantoloking borough, Ocean County, New Jersey",331,498,331,331,15,316,312,305,1,0,4,2,0,4,498,158,340
358,34029,3402954300,"Ocean township, Ocean County, New Jersey",8835,4715,8835,8835,407,8428,8185,8004,72,14,71,2,22,243,4715,3979,736
359,34029,3402954450,"Ocean Gate borough, Ocean County, New Jersey",1932,1153,1932,1932,156,1776,1682,1623,46,0,5,0,8,94,1153,851,302
360,34029,3402958590,"Pine Beach borough, Ocean County, New Jersey",2139,931,2139,2139,133,2006,1930,1876,17,0,29,0,8,76,931,840,91
361,34029,3402959790,"Plumsted township, Ocean County, New Jersey",8072,3139,8072,8072,677,7395,7037,6832,107,10,58,2,28,358,3139,2996,143
362,34029,3402959880,"Point Pleasant borough, Ocean County, New Jersey",18941,8485,18941,18941,1327,17614,17171,16892,58,20,154,11,36,443,8485,7506,979
363,34029,3402959910,"Point Pleasant Beach borough, Ocean County, New Jersey",4766,3397,4766,4766,475,4291,4182,4084,28,1,57,1,11,109,3397,2045,1352
364,34029,3402966450,"Seaside Heights borough, Ocean County, New Jersey",2440,2870,2440,2440,566,1874,1760,1573,136,11,36,0,4,114,2870,1148,1722
365,34029,3402966480,"Seaside Park borough, Ocean County, New Jersey",1436,2586,1436,1436,55,1381,1352,1332,4,1,9,3,3,29,2586,772,1814
366,34029,3402967110,"Ship Bottom borough, Ocean County, New Jersey",1098,1938,1098,1098,72,1026,1006,988,1,1,11,0,5,20,1938,549,1389
367,34029,3402969510,"South Toms River borough, Ocean County, New Jersey",3643,1141,3643,3643,1040,2603,2406,1778,528,8,75,0,17,197,1141,1081,60
368,34029,3402970320,"Stafford township, Ocean County, New Jersey",28617,14399,28617,28617,2468,26149,25346,24542,316,12,420,5,51,803,14399,11073,3326
369,34029,3402971640,"Surf City borough, Ocean County, New Jersey",1243,2468,1243,1243,44,1199,1183,1169,1,0,8,0,5,16,2468,644,1824
370,34029,3402973125,"Toms River township, Ocean County, New Jersey",95438,44526,95438,95438,11593,83845,81127,73671,3155,65,3780,11,445,2718,44526,36291,8235
371,34029,3402974210,"Tuckerton borough, Ocean County, New Jersey",3577,2110,3577,3577,304,3273,3160,3065,40,5,37,3,10,113,2110,1574,536
372,34031,3403106340,"Bloomingdale borough, Passaic County, New Jersey",7777,3267,7777,7777,1186,6591,6355,5914,114,9,273,0,45,236,3267,3112,155
373,34031,3403113690,"Clifton city, Passaic County, New Jersey",90296,33325,90296,90296,36159,54137,52273,39250,3899,89,8414,14,607,1864,33325,31968,1357
374,34031,3403129070,"Haledon borough, Passaic County, New Jersey",9052,3117,9052,9052,4476,4576,4390,2594,1063,9,631,0,93,186,3117,3017,100
375,34031,3403130570,"Hawthorne borough, Passaic County, New Jersey",19637,7946,19637,19637,4778,14859,14372,13129,591,12,532,2,106,487,7946,7624,322
376,34031,3403140620,"Little Falls township, Passaic County, New Jersey",13360,4947,13360,13360,2264,11096,10747,9116,834,4,723,2,68,349,4947,4721,226
377,34031,3403153040,"North Haledon borough, Passaic County, New Jersey",8927,3141,8927,8927,1129,7798,7596,6926,290,9,349,1,21,202,3141,3054,87
378,34031,3403156550,"Passaic city, Passaic County, New Jersey",70537,21513,70537,70537,51584,18953,18213,10818,4005,111,2599,8,672,740,21513,20595,918
379,34031,3403157000,"Paterson city, Passaic County, New Jersey",159732,52885,159732,159732,98863,60869,58644,12523,36667,186,7991,17,1260,2225,52885,50326,2559
380,34031,3403160090,"Pompton Lakes borough, Passaic County, New Jersey",11127,4349,11127,11127,2174,8953,8620,7784,170,9,594,1,62,333,4349,4200,149
381,34031,3403161170,"Prospect Park borough, Passaic County, New Jersey",6372,2017,6372,6372,3752,2620,2529,1153,1023,7,294,0,52,91,2017,1932,85
382,34031,3403163150,"Ringwood borough, Passaic County, New Jersey",11735,4364,11735,11735,1084,10651,10220,9700,167,109,196,1,47,431,4364,4180,184
383,34031,3403173140,"Totowa borough, Passaic County, New Jersey",11065,4026,11065,11065,2408,8657,8431,7297,247,0,838,1,48,226,4026,3899,127
384,34031,3403176730,"Wanaque borough, Passaic County, New Jersey",11317,4597,11317,11317,1659,9658,9308,8371,305,27,543,0,62,350,4597,4392,205
385,34031,3403177840,"Wayne township, Passaic County, New Jersey",54838,19808,54838,54838,6439,48399,47047,39997,1639,26,5167,0,218,1352,19808,19165,643
386,34031,3403179460,"West Milford township, Passaic County, New Jersey",24862,10570,24862,24862,2259,22603,21770,20895,320,73,378,4,100,833,10570,9638,932
387,34031,3403182423,"Woodland Park borough, Passaic County, New Jersey",13484,5495,13484,13484,3816,9668,9349,8075,525,8,687,1,53,319,5495,5252,243
388,34035,3403504450,"Bedminster township, Somerset County, New Jersey",8272,4483,8272,8272,804,7468,7231,6160,153,7,882,0,29,237,4483,4222,261
389,34035,3403505560,"Bernards township, Somerset County, New Jersey",27830,10665,27830,27830,1595,26235,25305,18040,447,7,6708,6,97,930,10665,10197,468
390,34035,3403505590,"Bernardsville borough, Somerset County, New Jersey",7893,2953,7893,7893,1272,6621,6351,5927,49,3,343,0,29,270,2953,2756,197
391,34035,3403506790,"Bound Brook borough, Somerset County, New Jersey",11988,4389,11988,11988,6374,5614,5327,3642,976,15,483,4,207,287,4389,4181,208
392,34035,3403507180,"Branchburg township, Somerset County, New Jersey",14940,5843,14940,14940,1116,13824,13333,11221,438,7,1609,0,58,491,5843,5660,183
393,34035,3403507720,"Bridgewater township, Somerset County, New Jersey",45977,16739,45977,45977,4517,41460,40166,27547,1268,42,11080,9,220,1294,16739,16044,695
394,34035,3403522890,"Far Hills borough, Somerset County, New Jersey",924,418,924,924,107,817,798,745,8,0,42,0,3,19,418,372,46
395,34035,3403524900,"Franklin township, Somerset County, New Jersey",68364,27335,68364,68364,11938,56426,54362,21405,16531,95,15835,13,483,2064,27335,25860,1475
396,34035,3403527510,"Green Brook township, Somerset County, New Jersey",7281,2510,7281,7281,843,6438,6229,4134,313,5,1743,0,34,209,2510,2436,74
397,34035,3403531890,"Hillsborough township, Somerset County, New Jersey",43276,15955,43276,43276,4067,39209,37806,25625,2040,30,9889,9,213,1403,15955,15296,659
398,34035,3403543620,"Manville borough, Somerset County, New Jersey",10953,4290,10953,10953,3464,7489,7173,6255,514,14,337,7,46,316,4290,4092,198
399,34035,3403546590,"Millstone borough, Somerset County, New Jersey",448,168,448,448,34,414,397,380,7,1,9,0,0,17,168,153,15
400,34035,3403547580,"Montgomery township, Somerset County, New Jersey",23690,8390,23690,23690,1314,22376,21567,11391,721,15,9352,5,83,809,8390,8003,387
401,34035,3403553280,"North Plainfield borough, Somerset County, New Jersey",22808,8055,22808,22808,11548,11260,10699,4998,4390,17,1064,8,222,561,8055,7715,340
402,34035,3403557300,"Peapack and Gladstone borough, Somerset County, New Jersey",2558,937,2558,2558,319,2239,2178,2061,60,0,50,0,7,61,937,887,50
403,34035,3403561980,"Raritan borough, Somerset County, New Jersey",7835,3167,7835,7835,1672,6163,5957,4120,247,6,1558,1,25,206,3167,2993,174
404,34035,3403564320,"Rocky Hill borough, Somerset County, New Jersey",743,298,743,743,70,673,648,604,3,1,36,0,4,25,298,278,20
405,34035,3403568460,"Somerville borough, Somerset County, New Jersey",12346,5387,12346,12346,3113,9233,8805,6073,1201,22,1433,2,74,428,5387,5050,337
406,34035,3403568730,"South Bound Brook borough, Somerset County, New Jersey",4863,1941,4863,4863,1537,3326,3178,2212,528,7,395,1,35,148,1941,1854,87
407,34035,3403576940,"Warren township, Somerset County, New Jersey",15923,5614,15923,15923,1156,14767,14200,10569,277,6,3249,4,95,567,5614,5374,240
408,34035,3403577600,"Watchung borough, Somerset County, New Jersey",6449,2285,6449,6449,519,5930,5669,4302,309,6,1001,0,51,261,2285,2175,110
409,34037,3403701330,"Andover borough, Sussex County, New Jersey",595,277,595,595,59,536,509,484,17,1,5,1,1,27,277,254,23
410,34037,3403701360,"Andover township, Sussex County, New Jersey",5996,2219,5996,5996,530,5466,5272,4827,187,10,211,0,37,194,2219,2102,117
411,34037,3403707300,"Branchville borough, Sussex County, New Jersey",791,372,791,791,53,738,709,682,8,2,17,0,0,29,372,334,38
412,34037,3403709160,"Byram township, Sussex County, New Jersey",8028,3292,8028,8028,683,7345,7063,6756,132,2,128,0,45,282,3292,2946,346
413,34037,3403724810,"Frankford township, Sussex County, New Jersey",5302,2550,5302,5302,297,5005,4830,4685,42,13,75,0,15,175,2550,2084,466
414,34037,3403724930,"Franklin borough, Sussex County, New Jersey",4912,2177,4912,4912,661,4251,4042,3822,108,6,78,0,28,209,2177,2047,130
415,34037,3403725140,"Fredon township, Sussex County, New Jersey",3235,1256,3235,3235,181,3054,2960,2866,20,5,58,0,11,94,1256,1192,64
416,34037,3403727420,"Green township, Sussex County, New Jersey",3627,1291,3627,3627,306,3321,3224,3071,65,2,62,0,24,97,1291,1244,47
417,34037,3403729220,"Hamburg borough, Sussex County, New Jersey",3266,1539,3266,3266,318,2948,2814,2603,98,7,94,0,12,134,1539,1452,87
418,34037,3403729490,"Hampton township, Sussex County, New Jersey",4893,2186,4893,4893,267,4626,4464,4335,26,5,79,0,19,162,2186,1996,190
419,34037,3403729850,"Hardyston township, Sussex County, New Jersey",8125,3847,8125,8125,647,7478,7210,6705,244,10,215,0,36,268,3847,3371,476
420,34037,3403732910,"Hopatcong borough, Sussex County, New Jersey",14362,6393,14362,14362,2544,11818,11382,10487,423,34,353,3,82,436,6393,5724,669
421,34037,3403737440,"Lafayette township, Sussex County, New Jersey",2358,921,2358,2358,164,2194,2134,2083,20,1,13,0,17,60,921,881,40
422,34037,3403747430,"Montague township, Sussex County, New Jersey",3792,1832,3792,3792,370,3422,3275,3108,71,6,69,0,21,147,1832,1560,272
423,34037,3403751930,"Newton town, Sussex County, New Jersey",8374,3687,8374,8374,1363,7011,6669,5894,432,22,292,0,29,342,3687,3400,287
424,34037,3403754660,"Ogdensburg borough, Sussex County, New Jersey",2258,927,2258,2258,265,1993,1895,1835,20,3,28,0,9,98,927,873,54
425,34037,3403765700,"Sandyston township, Sussex County, New Jersey",1977,979,1977,1977,101,1876,1803,1755,9,0,31,0,8,73,979,806,173
426,34037,3403769690,"Sparta township, Sussex County, New Jersey",19600,7614,19600,19600,1570,18030,17330,16299,309,10,620,4,88,700,7614,7032,582
427,34037,3403770380,"Stanhope borough, Sussex County, New Jersey",3526,1507,3526,3526,492,3034,2916,2724,74,3,93,2,20,118,1507,1432,75
428,34037,3403770890,"Stillwater township, Sussex County, New Jersey",4004,1943,4004,4004,202,3802,3691,3609,23,4,38,1,16,111,1943,1609,334
429,34037,3403771670,"Sussex borough, Sussex County, New Jersey",2024,1013,2024,2024,284,1740,1656,1576,47,0,26,0,7,84,1013,901,112
430,34037,3403775740,"Vernon township, Sussex County, New Jersey",22358,10538,22358,22358,2163,20195,19420,18762,331,37,206,0,84,775,10538,8612,1926
431,34037,3403776640,"Walpack township, Sussex County, New Jersey",7,5,7,7,2,5,5,5,0,0,0,0,0,0,5,5,0
432,34037,3403776790,"Wantage township, Sussex County, New Jersey",10811,4344,10811,10811,788,10023,9618,9274,152,8,127,0,57,405,4344,4058,286
433,34039,3403905320,"Berkeley Heights township, Union County, New Jersey",13285,4660,13285,13285,1140,12145,11675,9278,242,5,2065,1,84,470,4660,4484,176
434,34039,3403913150,"Clark township, Union County, New Jersey",15544,6114,15544,15544,1945,13599,13274,12346,231,4,644,3,46,325,6114,5919,195
435,34039,3403915640,"Cranford township, Union County, New Jersey",23847,9264,23847,23847,2443,21404,20618,18946,653,6,903,4,106,786,9264,8891,373
436,34039,3403921000,"Elizabeth city, Union County, New Jersey",137298,48439,137298,137298,90233,47065,43886,16553,22261,152,2757,18,2145,3179,48439,46314,2125
437,34039,3403922860,"Fanwood borough, Union County, New Jersey",7774,2829,7774,7774,729,7045,6719,5604,386,3,713,2,11,326,2829,2725,104
438,34039,3403925800,"Garwood borough, Union County, New Jersey",4454,2016,4454,4454,670,3784,3657,3436,69,1,119,0,32,127,2016,1920,96
439,34039,3403931980,"Hillside township, Union County, New Jersey",22456,7844,22456,22456,5189,17267,16174,3787,11327,25,498,0,537,1093,7844,7517,327
440,34039,3403936690,"Kenilworth borough, Union County, New Jersey",8427,3019,8427,8427,1933,6494,6226,5524,219,8,435,2,38,268,3019,2932,87
441,34039,3403940350,"Linden city, Union County, New Jersey",43738,16452,43738,43738,15055,28683,27529,13744,11722,33,1484,5,541,1154,16452,15609,843
442,34039,3403948510,"Mountainside borough, Union County, New Jersey",7020,2564,7020,7020,667,6353,6150,5498,134,2,466,0,50,203,2564,2399,165
443,34039,3403951810,"New Providence borough, Union County, New Jersey",13650,5497,13650,13650,1251,12399,11910,9429,241,7,2171,2,60,489,5497,5071,426
444,34039,3403959190,"Plainfield city, Union County, New Jersey",54586,17125,54586,54586,29792,24794,23663,3383,19034,104,500,8,634,1131,17125,16308,817
445,34039,3403961530,"Rahway city, Union County, New Jersey",29556,12363,29556,29556,8867,20689,19699,8913,8892,40,1622,4,228,990,12363,11544,819
446,34039,3403964620,"Roselle borough, Union County, New Jersey",22695,8431,22695,22695,7900,14795,14120,2474,10800,37,580,7,222,675,8431,8008,423
447,34039,3403964650,"Roselle Park borough, Union County, New Jersey",13967,5346,13967,13967,5293,8674,8326,5725,1186,7,1271,1,136,348,5346,5213,133
448,34039,3403966060,"Scotch Plains township, Union County, New Jersey",24968,9103,24968,24968,2579,22389,21431,16297,2365,14,2610,0,145,958,9103,8807,296
449,34039,3403970020,"Springfield township, Union County, New Jersey",17178,7105,17178,17178,2235,14943,14324,11140,1504,7,1541,1,131,619,7105,6820,285
450,34039,3403971430,"Summit city, Union County, New Jersey",22719,8365,22719,22719,3313,19406,18421,15016,895,8,2371,5,126,985,8365,7905,460
451,34039,3403974480,"Union township, Union County, New Jersey",59728,21571,59728,59728,11899,47829,45761,19146,19296,68,6472,13,766,2068,21571,20672,899
452,34039,3403979040,"Westfield town, Union County, New Jersey",31032,11095,31032,31032,2247,28785,27514,23819,790,19,2735,1,150,1271,11095,10622,473
453,34039,3403981650,"Winfield township, Union County, New Jersey",1423,706,1423,1423,139,1284,1212,1187,14,2,6,1,2,72,706,692,14
454,34041,3404100670,"Allamuchy township, Warren County, New Jersey",5335,2467,5335,5335,465,4870,4701,4258,227,7,181,0,28,169,2467,2358,109
455,34041,3404101030,"Alpha borough, Warren County, New Jersey",2328,1047,2328,2328,211,2117,2046,1935,65,1,41,1,3,71,1047,972,75
456,34041,3404104990,"Belvidere town, Warren County, New Jersey",2520,1143,2520,2520,198,2322,2233,2166,28,7,20,0,12,89,1143,1031,112
457,34041,3404106160,"Blairstown township, Warren County, New Jersey",5704,2245,5704,5704,332,5372,5180,4986,67,9,74,4,40,192,2245,2106,139
458,34041,3404124960,"Franklin township, Warren County, New Jersey",2968,1219,2968,2968,174,2794,2683,2519,54,0,92,5,13,111,1219,1124,95
459,34041,3404125320,"Frelinghuysen township, Warren County, New Jersey",2199,833,2199,2199,124,2075,1997,1956,26,0,11,0,4,78,833,780,53
460,34041,3404128260,"Greenwich township, Warren County, New Jersey",5473,1868,5473,5473,546,4927,4707,3792,474,1,416,0,24,220,1868,1798,70
461,34041,3404128710,"Hackettstown town, Warren County, New Jersey",10248,3945,10248,10248,2393,7855,7579,6781,341,11,402,1,43,276,3945,3769,176
462,34041,3404129820,"Hardwick township, Warren County, New Jersey",1598,612,1598,1598,105,1493,1440,1414,12,1,11,0,2,53,612,578,34
463,34041,3404130090,"Harmony township, Warren County, New Jersey",2503,1066,2503,2503,57,2446,2365,2305,29,1,21,0,9,81,1066,993,73
464,34041,3404133060,"Hope township, Warren County, New Jersey",1835,806,1835,1835,139,1696,1627,1594,8,0,16,0,9,69,806,743,63
465,34041,3404133930,"Independence township, Warren County, New Jersey",5469,2439,5469,5469,444,5025,4836,4543,143,2,122,1,25,189,2439,2325,114
466,34041,3404137320,"Knowlton township, Warren County, New Jersey",2894,1197,2894,2894,197,2697,2542,2469,22,4,37,0,10,155,1197,1103,94
467,34041,3404140110,"Liberty township, Warren County, New Jersey",2670,1144,2670,2670,156,2514,2424,2323,40,6,41,0,14,90,1144,1022,122
468,34041,3404141490,"Lopatcong township, Warren County, New Jersey",8776,3859,8776,8776,803,7973,7726,6496,714,7,440,4,65,247,3859,3588,271
469,34041,3404143320,"Mansfield township, Warren County, New Jersey",7781,3351,7781,7781,1153,6628,6307,5599,408,7,251,0,42,321,3351,3139,212
470,34041,3404155530,"Oxford township, Warren County, New Jersey",2444,1040,2444,2444,186,2258,2130,2055,47,0,24,0,4,128,1040,967,73
471,34041,3404158350,"Phillipsburg town, Warren County, New Jersey",15249,6659,15249,15249,2552,12697,11887,9686,1907,6,219,1,68,810,6659,6024,635
472,34041,3404159820,"Pohatcong township, Warren County, New Jersey",3241,1428,3241,3241,215,3026,2878,2731,89,2,43,2,11,148,1428,1310,118
473,34041,3404177270,"Washington borough, Warren County, New Jersey",7299,3219,7299,7299,1002,6297,6025,5198,540,15,230,7,35,272,3219,3002,217
474,34041,3404177300,"Washington township, Warren County, New Jersey",6492,2553,6492,6492,533,5959,5751,5327,238,5,153,2,26,208,2553,2426,127
475,34041,3404180570,"White township, Warren County, New Jersey",4606,2317,4606,4606,240,4366,4274,4122,94,4,41,0,13,92,2317,2169,148
476,36005,3600508510,"Bronx borough, Bronx County, New York",1472654,547030,1472654,1472654,806463,666191,637821,130796,419393,3087,67766,457,16322,28370,547030,522450,24580
477,36027,3602701693,"Amenia town, Dutchess County, New York",3769,1962,3769,3769,425,3344,3164,2974,87,16,70,0,17,180,1962,1622,340
478,36027,3602705100,"Beacon city, Dutchess County, New York",13769,6262,13769,13769,2686,11083,10396,8204,1741,12,290,11,138,687,6262,5780,482
479,36027,3602705452,"Beekman town, Dutchess County, New York",14172,4874,14172,14172,1881,12291,11860,9952,1485,17,356,3,47,431,4874,4409,465
480,36027,3602716408,"Clinton town, Dutchess County, New York",4037,1901,4037,4037,196,3841,3666,3521,75,3,56,1,10,175,1901,1593,308
481,36027,3602720819,"Dover town, Dutchess County, New York",8415,3505,8415,8415,1638,6777,6418,5736,372,8,266,0,36,359,3505,3182,323
482,36027,3602721996,"East Fishkill town, Dutchess County, New York",29707,10829,29707,29707,3679,26028,25002,22403,1130,29,1254,2,184,1026,10829,10206,623
483,36027,3602725978,"Fishkill town, Dutchess County, New York",24226,9521,24226,24226,3822,20404,19655,15138,3160,46,1180,5,126,749,9521,9039,482
484,36027,3602737209,"Hyde Park town, Dutchess County, New York",21021,8433,21021,21021,1989,19032,17957,15405,1594,35,810,1,112,1075,8433,7921,512
485,36027,3602740299,"La Grange town, Dutchess County, New York",15975,5897,15975,15975,1783,14192,13522,11852,842,16,707,4,101,670,5897,5617,280
486,36027,3602747207,"Milan town, Dutchess County, New York",2245,1202,2245,2245,131,2114,1994,1912,32,6,30,0,14,120,1202,957,245
487,36027,3602751891,"North East town, Dutchess County, New York",2971,1543,2971,2971,419,2552,2431,2318,48,2,53,1,9,121,1543,1223,320
488,36027,3602756825,"Pawling town, Dutchess County, New York",8012,3518,8012,8012,1178,6834,6588,6196,201,12,133,3,43,246,3518,3117,401
489,36027,3602758156,"Pine Plains town, Dutchess County, New York",2218,1175,2218,2218,126,2092,1980,1921,18,4,30,1,6,112,1175,946,229
490,36027,3602758695,"Pleasant Valley town, Dutchess County, New York",9799,4151,9799,9799,866,8933,8474,7817,384,6,184,3,80,459,4151,3921,230
491,36027,3602759641,"Poughkeepsie city, Dutchess County, New York",31577,14604,31577,31577,7105,24472,22813,10853,11165,64,505,12,214,1659,14604,13139,1465
492,36027,3602759652,"Poughkeepsie town, Dutchess County, New York",45471,16878,45471,45471,6794,38677,36864,28406,5115,41,2802,7,493,1813,16878,15857,1021
493,36027,3602760905,"Red Hook town, Dutchess County, New York",9953,4415,9953,9953,733,9220,8872,8381,148,10,299,2,32,348,4415,3926,489
494,36027,3602761357,"Rhinebeck town, Dutchess County, New York",7596,3787,7596,7596,506,7090,6806,6510,97,5,154,0,40,284,3787,3320,467
495,36027,3602770662,"Stanford town, Dutchess County, New York",3682,1859,3682,3682,277,3405,3276,3073,135,5,43,0,20,129,1859,1494,365
496,36027,3602776166,"Union Vale town, Dutchess County, New York",4558,1766,4558,4558,312,4246,4104,3926,74,3,78,2,21,142,1766,1587,179
497,36027,3602778157,"Wappinger town, Dutchess County, New York",28216,11657,28216,28216,5228,22988,21965,18331,2120,39,1270,9,196,1023,11657,11183,474
498,36027,3602778388,"Washington town, Dutchess County, New York",4522,2270,4522,4522,450,4072,3859,3666,103,8,65,0,17,213,2270,1888,382
499,36047,3604710022,"Brooklyn borough, Kings County, New York",2736074,1077654,2736074,2736074,516426,2219648,2106478,968427,729696,3964,370776,718,32897,113170,1077654,1009804,67850
500,36059,3601011,"Albertson CDP, New York",5220,1857,5220,5220,468,4752,4638,2867,25,6,1700,1,39,114,1857,1795,62
501,36059,3602968,"Atlantic Beach village, New York",1707,1046,1707,1707,83,1624,1580,1533,3,0,28,0,16,44,1046,763,283
502,36059,3604143,"Baldwin CDP, New York",33919,11092,33919,33919,7588,26331,24994,9831,12989,55,1576,8,535,1337,11092,10702,390
503,36059,3604550,"Barnum Island CDP, New York",2590,1062,2590,2590,504,2086,2025,1762,69,4,156,0,34,61,1062,1026,36
504,36059,3604803,"Baxter Estates village, New York",991,425,991,991,173,818,785,700,7,0,74,0,4,33,425,394,31
505,36059,3604891,"Bay Park CDP, New York",2117,888,2117,2117,228,1889,1848,1766,42,2,28,0,10,41,888,845,43
506,36059,3605034,"Bayville village, New York",6748,2691,6748,6748,704,6044,5888,5691,32,3,140,1,21,156,2691,2518,173
507,36059,3605639,"Bellerose village, New York",1173,388,1173,1173,121,1052,1009,896,36,1,62,1,13,43,388,384,4
508,36059,3605661,"Bellerose Terrace CDP, New York",2329,692,2329,2329,655,1674,1597,601,151,15,782,1,47,77,692,670,22
509,36059,3605738,"Bellmore CDP, New York",16297,5776,16297,16297,1570,14727,14273,13237,242,2,737,0,55,454,5776,5572,204
510,36059,3605929113,"Glen Cove city, Nassau County, New York",28365,10793,28365,28365,9752,18613,18055,14775,1595,58,1449,2,176,558,10793,10099,694
511,36059,3605934000,"Hempstead town, Nassau County, New York",793409,260524,793409,793409,174883,618526,597414,402466,125839,1139,59525,172,8273,21112,260524,250261,10263
512,36059,3605943335,"Long Beach city, Nassau County, New York",35029,16771,35029,35029,5370,29659,28794,25531,1820,42,1107,21,273,865,16771,15360,1411
513,36059,3605953000,"North Hempstead town, Nassau County, New York",237639,83729,237639,237639,35083,202556,196132,128168,11312,253,54700,50,1649,6424,83729,79546,4183
514,36059,3605956000,"Oyster Bay town, Nassau County, New York",301332,104915,301332,301332,31337,269995,263226,208514,6650,222,46384,47,1409,6769,104915,100216,4699
515,36059,3606387,"Bethpage CDP, New York",16658,6072,16658,16658,1735,14923,14587,12292,151,7,2066,4,67,336,6072,5810,262
516,36059,3610132,"Brookville village, New York",2939,661,2939,2939,152,2787,2718,2273,45,2,390,0,8,69,661,625,36
517,36059,3612419,"Carle Place CDP, New York",5005,1908,5005,5005,740,4265,4120,3434,148,6,488,0,44,145,1908,1825,83
518,36059,3613233,"Cedarhurst village, New York",7374,2413,7374,7374,1040,6334,6217,5803,151,0,189,0,74,117,2413,2265,148
519,36059,3613618,"Centre Island village, New York",407,229,407,407,31,376,373,351,2,0,19,1,0,3,229,160,69
520,36059,3618597,"Cove Neck village, New York",293,138,293,293,18,275,266,264,0,1,0,0,1,9,138,125,13
521,36059,3621578,"East Atlantic Beach CDP, New York",2101,994,2101,2101,128,1973,1933,1898,8,0,18,0,9,40,994,860,134
522,36059,3622260,"East Hills village, New York",7284,2294,7284,7284,303,6981,6815,5808,85,1,888,0,33,166,2294,2218,76
523,36059,3622480,"East Massapequa CDP, New York",19854,7112,19854,19854,2775,17079,16531,13474,2415,14,486,2,140,548,7112,6884,228
524,36059,3622502,"East Meadow CDP, New York",37796,12951,37796,37796,6048,31748,30832,22039,1668,39,6758,11,317,916,12951,12361,590
525,36059,3622623,"East Norwich CDP, New York",2792,998,2792,2792,222,2570,2507,2362,26,0,111,0,8,63,998,968,30
526,36059,3622876,"East Rockaway village, New York",10159,4000,10159,10159,1451,8708,8459,7789,296,4,327,0,43,249,4000,3814,186
527,36059,3623217,"East Williston village, New York",2645,864,2645,2645,150,2495,2412,2060,5,0,340,0,7,83,864,828,36
528,36059,3624273,"Elmont CDP, New York",35265,10270,35265,35265,8024,27241,25933,4282,15460,102,5290,15,784,1308,10270,9896,374
529,36059,3625384,"Farmingdale village, New York",8466,3868,8466,8466,1291,7175,6987,6019,280,9,618,0,61,188,3868,3627,241
530,36059,3626264,"Floral Park village, New York",16172,5961,16172,16172,2067,14105,13745,11495,262,14,1889,3,82,360,5961,5746,215
531,36059,3626352,"Flower Hill village, New York",4794,1529,4794,4794,280,4514,4395,3423,32,7,904,0,29,119,1529,1473,56
532,36059,3627309,"Franklin Square CDP, New York",30903,10231,30903,30903,5979,24924,24277,18604,1385,40,3947,8,293,647,10231,9903,328
533,36059,3627485,"Freeport village, New York",44472,14137,44472,44472,21312,23160,21903,7632,12830,89,792,15,545,1257,14137,13501,636
534,36059,3628178,"Garden City village, New York",23272,7715,23272,23272,1486,21786,21274,19344,212,12,1589,7,110,512,7715,7513,202
535,36059,3628189,"Garden City Park CDP, New York",7985,2592,7985,7985,999,6986,6762,2702,223,19,3742,2,74,224,2592,2499,93
536,36059,3628200,"Garden City South CDP, New York",4119,1454,4119,4119,475,3644,3567,3160,42,7,348,0,10,77,1454,1401,53
537,36059,3629113,"Glen Cove city, New York",28365,10793,28365,28365,9752,18613,18055,14775,1595,58,1449,2,176,558,10793,10099,694
538,36059,3629245,"Glen Head CDP, New York",4837,1787,4837,4837,546,4291,4176,3786,32,2,330,0,26,115,1787,1718,69
539,36059,3629421,"Glenwood Landing CDP, New York",3948,1422,3948,3948,355,3593,3501,3212,25,3,236,1,24,92,1422,1375,47
540,36059,3630169,"Great Neck village, New York",11145,3883,11145,11145,1204,9941,9512,7767,145,5,1497,1,97,429,3883,3620,263
541,36059,3630191,"Great Neck Estates village, New York",2990,937,2990,2990,122,2868,2770,2159,16,2,563,0,30,98,937,879,58
542,36059,3630202,"Great Neck Gardens CDP, New York",1268,397,1268,1268,30,1238,1210,812,3,0,390,0,5,28,397,380,17
543,36059,3630213,"Great Neck Plaza village, New York",7482,3954,7482,7482,626,6856,6661,4523,135,5,1960,0,38,195,3954,3702,252
544,36059,3630598,"Greenvale CDP, New York",1069,373,1069,1069,118,951,912,622,8,0,270,0,12,39,373,344,29
545,36059,3632094,"Harbor Hills CDP, New York",562,188,562,562,5,557,536,488,0,0,45,0,3,21,188,177,11
