,STATE,COUNTY,GEOCODE,SUMLEV,POP100,HU100,P0010001,H0010001,NAME
509,34,35.0,3403507720,60,45977,16739,45977,16739,Bridgewater township
510,34,35.0,3403522890,60,924,418,924,418,Far Hills borough
511,34,35.0,3403524900,60,68364,27335,68364,27335,Franklin township
512,34,35.0,3403527510,60,7281,2510,7281,2510,Green Brook township
513,34,35.0,3403531890,60,43276,15955,43276,15955,Hillsborough township
514,34,35.0,3403543620,60,10953,4290,10953,4290,Manville borough
515,34,35.0,3403546590,60,448,168,448,168,Millstone borough
516,34,35.0,3403547580,60,23690,8390,23690,8390,Montgomery township
517,34,35.0,3403553280,60,22808,8055,22808,8055,North Plainfield borough
518,34,35.0,3403557300,60,2558,937,2558,937,Peapack and Gladstone borough
519,34,35.0,3403561980,60,7835,3167,7835,3167,Raritan borough
520,34,35.0,3403564320,60,743,298,743,298,Rocky Hill borough
521,34,35.0,3403568460,60,12346,5387,12346,5387,Somerville borough
522,34,35.0,3403568730,60,4863,1941,4863,1941,South Bound Brook borough
523,34,35.0,3403576940,60,15923,5614,15923,5614,Warren township
524,34,35.0,3403577600,60,6449,2285,6449,2285,Watchung borough
525,34,37.0,3403701330,60,595,277,595,277,Andover borough
526,34,37.0,3403701360,60,5996,2219,5996,2219,Andover township
527,34,37.0,3403707300,60,791,372,791,372,Branchville borough
528,34,37.0,3403709160,60,8028,3292,8028,3292,Byram township
529,34,37.0,3403724810,60,5302,2550,5302,2550,Frankford township
530,34,37.0,3403724930,60,4912,2177,4912,2177,Franklin borough
531,34,37.0,3403725140,60,3235,1256,3235,1256,Fredon township
532,34,37.0,3403727420,60,3627,1291,3627,1291,Green township
533,34,37.0,3403729220,60,3266,1539,3266,1539,Hamburg borough
534,34,37.0,3403729490,60,4893,2186,4893,2186,Hampton township
535,34,37.0,3403729850,60,8125,3847,8125,3847,Hardyston township
536,34,37.0,3403732910,60,14362,6393,14362,6393,Hopatcong borough
537,34,37.0,3403737440,60,2358,921,2358,921,Lafayette township
538,34,37.0,3403747430,60,3792,1832,3792,1832,Montague township
539,34,37.0,3403751930,60,8374,3687,8374,3687,Newton town
540,34,37.0,3403754660,60,2258,927,2258,927,Ogdensburg borough
541,34,37.0,3403765700,60,1977,979,1977,979,Sandyston township
542,34,37.0,3403769690,60,19600,7614,19600,7614,Sparta township
543,34,37.0,3403770380,60,3526,1507,3526,1507,Stanhope borough
544,34,37.0,3403770890,60,4004,1943,4004,1943,Stillwater township
545,34,37.0,3403771670,60,2024,1013,2024,1013,Sussex borough
546,34,37.0,3403775740,60,22358,10538,22358,10538,Vernon township
547,34,37.0,3403776640,60,7,5,7,5,Walpack township
548,34,37.0,3403776790,60,10811,4344,10811,4344,Wantage township
549,34,39.0,3403905320,60,13285,4660,13285,4660,Berkeley Heights township
550,34,39.0,3403913150,60,15544,6114,15544,6114,Clark township
551,34,39.0,3403915640,60,23847,9264,23847,9264,Cranford township
552,34,39.0,3403921000,60,137298,48439,137298,48439,Elizabeth city
553,34,39.0,3403922860,60,7774,2829,7774,2829,Fanwood borough
554,34,39.0,3403925800,60,4454,2016,4454,2016,Garwood borough
555,34,39.0,3403931980,60,22456,7844,22456,7844,Hillside township
556,34,39.0,3403936690,60,8427,3019,8427,3019,Kenilworth borough
557,34,39.0,3403940350,60,43738,16452,43738,16452,Linden city
558,34,39.0,3403948510,60,7020,2564,7020,2564,Mountainside borough
559,34,39.0,3403951810,60,13650,5497,13650,5497,New Providence borough
560,34,39.0,3403959190,60,54586,17125,54586,17125,Plainfield city
561,34,39.0,3403961530,60,29556,12363,29556,12363,Rahway city
562,34,39.0,3403964620,60,22695,8431,22695,8431,Roselle borough
563,34,39.0,3403964650,60,13967,5346,13967,5346,Roselle Park borough
564,34,39.0,3403966060,60,24968,9103,24968,9103,Scotch Plains township
565,34,39.0,3403970020,60,17178,7105,17178,7105,Springfield township
566,34,39.0,3403971430,60,22719,8365,22719,8365,Summit city
567,34,39.0,3403974480,60,59728,21571,59728,21571,Union township
568,34,39.0,3403979040,60,31032,11095,31032,11095,Westfield town
569,34,39.0,3403981650,60,1423,706,1423,706,Winfield township
570,34,41.0,3404100670,60,5335,2467,5335,2467,Allamuchy township
571,34,41.0,3404101030,60,2328,1047,2328,1047,Alpha borough
572,34,41.0,3404104990,60,2520,1143,2520,1143,Belvidere town
573,34,41.0,3404106160,60,5704,2245,5704,2245,Blairstown township
574,34,41.0,3404124960,60,2968,1219,2968,1219,Franklin township
575,34,41.0,3404125320,60,2199,833,2199,833,Frelinghuysen township
576,34,41.0,3404128260,60,5473,1868,5473,1868,Greenwich township
577,34,41.0,3404128710,60,10248,3945,10248,3945,Hackettstown town
578,34,41.0,3404129820,60,1598,612,1598,612,Hardwick township
579,34,41.0,3404130090,60,2503,1066,2503,1066,Harmony township
580,34,41.0,3404133060,60,1835,806,1835,806,Hope township
581,34,41.0,3404133930,60,5469,2439,5469,2439,Independence township
582,34,41.0,3404137320,60,2894,1197,2894,1197,Knowlton township
583,34,41.0,3404140110,60,2670,1144,2670,1144,Liberty township
584,34,41.0,3404141490,60,8776,3859,8776,3859,Lopatcong township
585,34,41.0,3404143320,60,7781,3351,7781,3351,Mansfield township
586,34,41.0,3404155530,60,2444,1040,2444,1040,Oxford township
587,34,41.0,3404158350,60,15249,6659,15249,6659,Phillipsburg town
588,34,41.0,3404159820,60,3241,1428,3241,1428,Pohatcong township
589,34,41.0,3404177270,60,7299,3219,7299,3219,Washington borough
590,34,41.0,3404177300,60,6492,2553,6492,2553,Washington township
591,34,41.0,3404180570,60,4606,2317,4606,2317,White township
